text,label_id,label,doc_id,annotation_id,exp_split
"when a young man agrees to housesit for his boss , he thinks it'll be the perfect opportunity to get close to the woman he desperately has a crush on - his boss's daughter . 
",objective,0,5308,subj_5308,train
"director nalin pan doesn't do much to weigh any arguments one way or the other . he simply presents his point of view that ayurveda works . no question . 
",subjective,1,2870,subj_2870,train
"i encourage young and old alike to go see this unique and entertaining twist on the classic whale's tale -- you won't be sorry ! 
",subjective,1,2031,subj_2031,train
"zak quickly learns how to manipulate the device , and he and his quick-witted , beautiful new friend , francesca , have some real fun . 
",objective,0,7031,subj_7031,train
"each of them faces a horrible , bizarre death apparently devised by the dead woman's husband , a deranged two truck driver . 
",objective,0,6995,subj_6995,train
"ain't no mountain high enough to keep the funk brothers from getting to you . 
",subjective,1,1625,subj_1625,train
"[it] has the feel of a summer popcorn movie . nothing too deep or substantial . explosions , jokes , and sexual innuendoes abound . 
",subjective,1,3746,subj_3746,train
"faced with endless dead-end gigs and his own loss of passion for the music he once thought was his life , he finds himself returning home to the three generations of women that he left behind . 
",objective,0,7119,subj_7119,train
"mike's aunt soon opens her home to steve as well , and the two celebrate their good fortune at having the opportunity to get their lives on track . 
",objective,0,8398,subj_8398,train
"romy dispenses orders like a drill sergeant as they scramble southwest to round up the last two surviving members of eagle's wwii , b-17 bomber crew . 
",objective,0,6188,subj_6188,train
"sure , there are flaws , but the moments that do things properly see the screen burst with confidence , rhythm , heat and pizzazz . 
",subjective,1,3564,subj_3564,train
"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché . 
",subjective,1,1743,subj_1743,train
"five screenwriters are credited with the cliché-laden screenplay ; it seems as if each watered down the version of the one before . 
",subjective,1,1637,subj_1637,train
"former caa power broker , michael ovitz is probably very sorry he ever decided to do that vanity fair interview . 
",objective,0,8361,subj_8361,train
"all of a sudden , one brings up the topic of her going to los angeles for a record contract audition . 
",objective,0,7292,subj_7292,train
"it's too long , too repetitive , and takes way too many years to resolve to be a total winner . 
",subjective,1,4186,subj_4186,train
"a savage john waters-like humor that dances on the edge of tastelessness without ever quite falling over . 
",subjective,1,3813,subj_3813,train
"ice cube , as usual , is an appealing presence , but the rest of the cast shines as well . 
",subjective,1,537,subj_537,train
"however , when novak's book is a complete success , catcher finds himself being blown off by her ! 
",objective,0,7593,subj_7593,train
"we started to wonder if  some unpaid intern had just typed 'chris rock , ' 'anthony hopkins' and 'terrorists' into some univac-like script machine . 
",subjective,1,1293,subj_1293,train
"in all , this is a watchable movie that's not quite the memorable experience it might have been . 
",subjective,1,4303,subj_4303,train
" . . . an agreeable time-wasting device -- but george pal's low-tech 1960 version still rules the epochs . 
",subjective,1,4013,subj_4013,train
"his new worldliness and ideas go over well with impoverished siblings madonna and silver brassaurd and the hopelessly na&#239 ; ve carrie . 
",objective,0,7183,subj_7183,train
"mattei is tiresomely grave and long-winded , as if circularity itself indicated profundity . 
",subjective,1,423,subj_423,train
"their daughter rachel cleans in a home for elderly people , and their son rory is unemployed and aggressive . 
",objective,0,8432,subj_8432,train
"the camera cuts back and forth between gus and grace : he talks about what a great driver he is , she says he's a lousy driver . 
",objective,0,9460,subj_9460,train
"the farcical elements seemed too pat and familiar to hold my interest , yet its diverting grim message is a good one . 
",subjective,1,3379,subj_3379,train
"a recess in a wall , as for holding a statue . 
",objective,0,5796,subj_5796,train
"max , a self-declared sugarholic , might be just what stan needs , and he , the answer to her addictions . 
",objective,0,5645,subj_5645,train
"the bland outweighs the nifty , and cletis tout never becomes the clever crime comedy it thinks it is . 
",subjective,1,10,subj_10,train
"just like his characters , writer-director alfonso cuar&oacute ; n . . . takes the road less traveled . 
",subjective,1,3365,subj_3365,train
"sean penn , you owe nicolas cage an apology . 
",subjective,1,2706,subj_2706,train
"the main characters are simply named the husband , the wife and the kidnapper , emphasizing the disappointingly generic nature of the entire effort . 
",subjective,1,447,subj_447,train
"throughout the rest of the movie , the two never got along , whereas mitch is trying to investigate the whereabouts of a criminal who possesses a mythical "" big gun "" that has enough firepower to collapse a house , while trey just wants to be famous . 
",objective,0,5493,subj_5493,train
"as it stands , there's some fine sex onscreen , and some tense arguing , but not a whole lot more . 
",subjective,1,298,subj_298,train
"although they don't even exchange glances he tells his friend of a love at first sight relationship between himself and the beautiful veronique . 
",objective,0,8459,subj_8459,train
"he works as a photocopy clerk under the close watch of his sexy boss sabine , who uses him to his libido's advantage . 
",objective,0,5740,subj_5740,train
"comes . . . uncomfortably close to coasting in the treads of the bicycle thief . 
",subjective,1,763,subj_763,train
"manages to be diverting while never falling into a morass of battlefield clichés . 
",subjective,1,4341,subj_4341,train
"when the three precogs , who only work together , floating connected in a tank of fluid , have a vision , the names of the victim and the perpetrator as well as video imagery of the crime and the exact time it will happen , are given out to the special cops who then try to prevent the crime from happening . 
",objective,0,7993,subj_7993,train
"the women clash as plans go awry , tragedy strikes , and hearts get broken . 
",objective,0,6729,subj_6729,train
"it might be 'easier' to watch on video at home , but that shouldn't stop die-hard french film connoisseurs from going out and enjoying the big-screen experience . 
",subjective,1,2799,subj_2799,train
"the movie weighs no more than a glass of flat champagne . 
",subjective,1,846,subj_846,train
"he goes to a small room downtown , where he finds some rich asian teenager punks who are slumming it in their own little kick pad . 
",objective,0,9508,subj_9508,train
"a generic international version of a typical american horror film . 
",subjective,1,424,subj_424,train
"the performances are amiable and committed , and the comedy more often than not hits the bullseye . 
",subjective,1,746,subj_746,train
" . . . while dark water isn't a complete wash ( no pun intended ) , watched side-by-side with ringu , it ultimately comes off as a pale successor . 
",subjective,1,2698,subj_2698,train
"a whale of a good time for both children and parents seeking christian-themed fun . 
",subjective,1,1603,subj_1603,train
"there's a disturbing 'great white hope' undertone to the other side of heaven that subtly undermines its message of christian love and compassion . 
",subjective,1,3664,subj_3664,train
"for a film about action , ultimate x is the gabbiest giant-screen movie ever , bogging down in a barrage of hype . 
",subjective,1,502,subj_502,train
"it is quickly agreed however , that selling chocolates door to door , or fire powered potato guns to children , may be too complicated . 
",objective,0,7099,subj_7099,train
"packed with spectacular special effects and martial arts action , the monk , kar , and a sexy russian mob princess called bad girl must struggle to find , face , and fight the ultimate enemy . 
",objective,0,7533,subj_7533,train
"ranging from funny to shattering and featuring some of the year's best acting , personal velocity gathers plenty of dramatic momentum . 
",subjective,1,1598,subj_1598,train
"the film starts in 1846 and ends in 1863 with the draft riots . 
",objective,0,5961,subj_5961,train
"this director's cut -- which adds 51 minutes -- takes a great film and turns it into a mundane soap opera . 
",subjective,1,2609,subj_2609,train
"though it pretends to expose the life of male hustlers , it's exploitive without being insightful . 
",subjective,1,697,subj_697,train
"a showcase for both the scenic splendor of the mountains and for legendary actor michel serrault , the film is less successful on other levels . 
",subjective,1,3222,subj_3222,train
"exonerated of lying , king and cuthbertson are nevertheless reprimanded by the court for their behaviour , but receive an invitation to tea with the prime minister should they ever be in whitehall . 
",objective,0,9753,subj_9753,train
"branagh , in his most forceful non-shakespeare screen performance , grounds even the softest moments in the angry revolt of his wit . 
",subjective,1,3501,subj_3501,train
"the desperate miauczynski personalizes our own fears and obsessions , which have become so visible recently . 
",objective,0,5605,subj_5605,train
"it is told through the eyes of the members of several dysfunctional "" families "" , desperate associations of lost souls bound by loyalty , fear or both . 
",objective,0,9238,subj_9238,train
"the movie is too cute to take itself too seriously , but it still feels like it was made by some very stoned college students . 
",subjective,1,3677,subj_3677,train
"the internment of 120 , 000 innocent people was a dark moment in the history of this country . 
",objective,0,5287,subj_5287,train
"novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non-actors and a gritty , no-budget approach . 
",subjective,1,876,subj_876,train
" ( un cineasta ) para no entender del todo y para seguir esperando . 
",subjective,1,4202,subj_4202,train
"more of an intriguing curiosity than a gripping thriller . 
",subjective,1,2657,subj_2657,train
"it'll keep you wide awake and . . . very tense . 
",subjective,1,4053,subj_4053,train
"my 5-year-old niece emily was so thrilled by the first 20 minutes , she announced , "" i'm gonna try to stay awake through the whole movie ! "" , which she then proceeded to do . 
",subjective,1,1672,subj_1672,train
"elsa keeps her head above water through several badly paid jobs and occasional criminal offences with her friends walter , laura and toni . 
",objective,0,9788,subj_9788,train
"talk to her is not the perfect movie many have made it out to be , but it's still quite worth seeing . 
",subjective,1,2608,subj_2608,train
"kyle's decline into a "" living hell "" is part of a journey to that thing we all battle within our selves . 
",objective,0,9032,subj_9032,train
"as laughable is his vanity fair interview , incriminating of "" the gay mafia "" for his fall , "" my dinner with ovitz "" is even funnier as it rams the actual interview headlong into coppola's "" godfather . "" 
",objective,0,7548,subj_7548,train
"in venice , italy , a team of expert theives pulls a daring heist of 35 million dollars in bars of gold . 
",objective,0,8780,subj_8780,train
"nelson's intentions are good , but the end result does no justice to the story itself . it's horribly depressing and not very well done . 
",subjective,1,682,subj_682,train
"driven by romantic illusion to join the french foreign legion , simon learns what it truly means to be a hero . 
",objective,0,6418,subj_6418,train
"worth a look by those on both sides of the issues , if only for the perspective it offers , one the public rarely sees . 
",subjective,1,14,subj_14,train
"one stormy night , they go to get the shoes when calvin and the shoes are struck by lightning . 
",objective,0,5707,subj_5707,train
"essentially "" fatal attraction "" remade for viewers who were in diapers when the original was released in 1987 . . . . this story gets sillier , not scarier , as it goes along . . . 
",subjective,1,3735,subj_3735,train
"the only excitement comes when the credits finally roll and you get to leave the theater . 
",subjective,1,4636,subj_4636,train
"things get a little awkward when harry suffers a heart attack at the home of marin's mother erica ( keaton ) . 
",objective,0,7708,subj_7708,train
"soledad , the desert artist who accompanies hilary home , hopes this trip will be the start of their new life together . 
",objective,0,6344,subj_6344,train
"when tony takes her on a private cruise from greece to italy , amber is unimpressed at this impromptu no-frills vacation , and takes out her anger on the ship's first mate , giuseppe ( adriano giannini ) . 
",objective,0,9412,subj_9412,train
"an enjoyably half-wit remake of the venerable italian comedy big deal on madonna street . 
",subjective,1,1241,subj_1241,train
"the stakes are high and the characters have to face their fears , their futures and their fellow grads as the game , and their lives , advance towards the climactic ending . 
",objective,0,7058,subj_7058,train
"beginning with the fundamental principle that the exercise of violence against civilian populations is terror , regardless of whether the perpetrator is a well-organized band of muslim extremists , or the most powerful state in the world . 
",objective,0,9127,subj_9127,train
"[a]n utterly charming and hilarious film that reminded me of the best of the disney comedies from the 60s . 
",subjective,1,3445,subj_3445,train
"he works as an illustrator at a news paper and his life is pretty okay . 
",objective,0,9713,subj_9713,train
"a french foreign exchange student , named genevieve , comes to a small town in texas to attend a local high school where she shacks up with the school's popular head cheerleader , starla , and her parents . 
",objective,0,7297,subj_7297,train
"unable to let her go quite yet , duncan mimics his dead mother . 
",objective,0,5700,subj_5700,train
"between bedroom scenes , viewers may find themselves wishing they could roll over and take a nap . 
",subjective,1,224,subj_224,train
"of course , deeds' sincere naivet&#233 ; has babe falling in love with him instead . 
",objective,0,8542,subj_8542,train
"by the end , you just don't care whether that cold-hearted snake petrovich ( that would be reno ) gets his comeuppance . just bring on the battle bots , please ! 
",subjective,1,402,subj_402,train
"an engaging and specific portrait of a culture in transition , even as it evokes humanity's most universal and timeless values . 
",subjective,1,1497,subj_1497,train
"unfortunately , stiles has bought off a crooked sheriff who intends to make the trip very difficult for red . . . 
",objective,0,6443,subj_6443,train
"he is locked up in a chinese prison where he is guilty until proven innocent . 
",objective,0,5231,subj_5231,train
"the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess's home video of their baby's birth . 
",subjective,1,496,subj_496,train
"he led a bleak life , stuck in a boring routinity created by his ambition to become a sucessfull producer in one jakarta's leading tv station . 
",objective,0,6205,subj_6205,train
"taken outside the context of the current political climate ( see : terrorists are more evil than ever ! ) , the sum of all fears is simply a well-made and satisfying thriller . 
",subjective,1,3725,subj_3725,train
"despite the long running time , the pace never feels slack -- there's no scene that screams "" bathroom break ! "" 
",subjective,1,406,subj_406,train
"led by the brilliant and sadistic chester lamb , the invaders are surprised to discover sam and the kids from the detention room are still inside the school . 
",objective,0,9897,subj_9897,train
"at times auto focus feels so distant you might as well be watching it through a telescope . yet in its own aloof , unreachable way it's so fascinating you won't be able to look away for a second . 
",subjective,1,2790,subj_2790,train
"amidst the la-freaks , hollywood wannabes , and outrageous gym culture of los angeles , the now determined bodybuilder struggles to preserve an integrity of the mind , body , and spirit that is so apparently void in this strange new land . 
",objective,0,9843,subj_9843,train
"she entranced the founder of the museum of art ( masp ) where the fashion parade was being held , and her career was hence launched . 
",objective,0,8400,subj_8400,train
"the pacing is often way off and there are too many bona fide groaners among too few laughs . 
",subjective,1,729,subj_729,train
"but jesse&#180 ; isn&#180 ; s alone , because he&#180 ; s accompanied by tulip , his assassin girldfriend and cassidy a drunk irish vampire . 
",objective,0,6718,subj_6718,train
"most fish stories are a little peculiar , but this is one that should be thrown back in the river . 
",subjective,1,4656,subj_4656,train
"told in scattered fashion , the movie only intermittently lives up to the stories and faces and music of the men who are its subject . 
",subjective,1,2738,subj_2738,train
"at the beginning , the cast assembles for a seemingly traditional wedding shower . 
",objective,0,5577,subj_5577,train
"writer-director debrauwer does manage to wrap things up in an * * * -pleasing 78 minutes . it's isn't much , but it's a lot more than callous callie khouri did with that "" ya-ya "" mess . also , there are no irritating hats . 
",subjective,1,3433,subj_3433,train
"human nature initially succeeds by allowing itself to go crazy , but ultimately fails by spinning out of control . 
",subjective,1,1968,subj_1968,train
"a modest pleasure that accomplishes its goals with ease and confidence . 
",subjective,1,3437,subj_3437,train
"the movie provides an intimate glimpse of how sensibilities as compatible as oil and water forced themselves to blend and create a successful work despite their aesthetic differences . 
",subjective,1,4878,subj_4878,train
"the longer the movie goes , the worse it gets , but it's actually pretty good in the first few minutes . 
",subjective,1,1037,subj_1037,train
"a fascinating , unnerving examination of the delusions of one unstable man . 
",subjective,1,2435,subj_2435,train
"it's slow -- very , very slow . it's not the ultimate depression-era gangster movie . that's pure pr hype . 
",subjective,1,1604,subj_1604,train
"the main characters are dr . kanna ( sharad kapoor ) , his fianc&#233 ; e rupi ( ms . nandita das ) , rajayya ( makrand deshpande ) as naxalite commander , inspector despande ( sayaji shinde ) , ghisu ( vijay raj ) and dattu ( rajpal yadav ) . 
",objective,0,8778,subj_8778,train
"god appears in human form ( freeman ) and , endowing bruce with divine powers , challenges bruce to take on the big job to see if he can do it any better . 
",objective,0,9315,subj_9315,train
"moving cross country isn't even a problem for her . 
",objective,0,7464,subj_7464,train
"william hundert , a retired "" old-school "" classics teacher is passionate about his subject . 
",objective,0,9908,subj_9908,train
"in prospect bay , a remote outpost on the south australian coast , two communities , the goonyas ( whites ) and the nungas ( blacks ) , come together on the one field they have in common , the football field . 
",objective,0,6656,subj_6656,train
"the two meet after years of separation when clara returns to the barrio to visit her father , roman ( ricky davao ) . 
",objective,0,9283,subj_9283,train
"jordan must decide if simon's answers are good or evil as the paths become intertwined &#38 ; the lives of the four friends are jeopardized as one falls victim to cociety's views and the other three bond together to carry out a friends promise . 
",objective,0,5878,subj_5878,train
"in 8 minutes we go into the life of a little boy who tries to get away with not doing his task . 
",objective,0,9230,subj_9230,train
"two multinational corporations opt for trial by combat , to swiftly and inexpensively settle their differences . 
",objective,0,7263,subj_7263,train
"it has plenty of laughs . it just doesn't have much else . . . especially in a moral sense . 
",subjective,1,418,subj_418,train
"the most brilliant work in this genre since the 1984 uncut version of sergio leone's flawed but staggering once upon a time in america . 
",subjective,1,2300,subj_2300,train
"like coming into a long-running , well-written television series where you've missed the first half-dozen episodes and probably won't see the next six . 
",subjective,1,309,subj_309,train
"this romantic comedy , described as an african-american when harry met sally . . . , centers on a romance between an a&#38 ; r exec , dre ( diggs ) , at a hip-hop label and a magazine editor , sidney ( lathan ) , who have known each other since childhood . 
",objective,0,5144,subj_5144,train
"the pied piper production penned by christian otjen concerns a 36-year-old man ( brian wimmer ) who returns to his hometown to confront the harsh reality of his father's supposed suicide . 
",objective,0,7865,subj_7865,train
"an affable but undernourished romantic comedy that fails to match the freshness of the actress-producer and writer's previous collaboration , miss congeniality . 
",subjective,1,1657,subj_1657,train
"city by the sea is a gritty police thriller with all the dysfunctional family dynamics one could wish for . but how it washed out despite all of that is the project's prime mystery . 
",subjective,1,238,subj_238,train
"a sham construct based on theory , sleight-of-hand , and ill-wrought hypothesis . 
",subjective,1,3842,subj_3842,train
"he pays the price for his sleepless night , however , the next morning when his father awakens him into a whole nude world . 
",objective,0,8545,subj_8545,train
"bears resemblance to , and shares the weaknesses of , too many recent action-fantasy extravaganzas in which special effects overpower cogent story-telling and visual clarity during the big action sequences . 
",subjective,1,2868,subj_2868,train
"for sokurov , the hermitage--home to generations of romonovs and repository of so much russian history--is the ark of the russian soul , guarding it affectionately until the world sees better days . 
",objective,0,7933,subj_7933,train
"steven soderbergh's digital video experiment is a clever and cutting , quick and dirty look at modern living and movie life . 
",subjective,1,4349,subj_4349,train
"the last executioners of germany , the former east germany , france , hungary , yugoslavia and romania have faced the camera . 
",objective,0,5724,subj_5724,train
"the determination of pinochet's victims to seek justice , and their often heartbreaking testimony , spoken directly into director patricio guzman's camera , pack a powerful emotional wallop . 
",subjective,1,3770,subj_3770,train
"its story may be a thousand years old , but why did it have to seem like it took another thousand to tell it to us ? 
",subjective,1,1835,subj_1835,train
"as gamely as the movie tries to make sense of its title character , there remains a huge gap between the film's creepy , clean-cut dahmer ( jeremy renner ) and fiendish acts that no amount of earnest textbook psychologizing can bridge . 
",subjective,1,488,subj_488,train
"bloody sunday has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made . it's a movie that accomplishes so much that one viewing can't possibly be enough . 
",subjective,1,1323,subj_1323,train
"beanie's a big believer in appreciating the art in your own neighborhood even if it isn't backed by a multimillion-dollar budget  and so am i . 
",subjective,1,4457,subj_4457,train
"however , just as velma's star fell , so does roxie's , when go-to-hell kitty arrives at the jail on a multiple murder charge , the press forget roxie and now she and velma are in the same boat . 
",objective,0,5414,subj_5414,train
"it concludes with a laramie staging of "" angels in america "" a year after shephard's death . 
",objective,0,9828,subj_9828,train
"as i settled into my world war ii memories , i found myself strangely moved by even the corniest and most hackneyed contrivances . 
",subjective,1,2232,subj_2232,train
"flawed but riveting , it won't be everyone's cocktail of choice , but if you can suspend disbelief long enough , you'll get a whopping good wallop without the hangover . 
",subjective,1,1812,subj_1812,train
"ice age won't drop your jaw , but it will warm your heart , and i'm giving it a strong thumbs up . 
",subjective,1,1183,subj_1183,train
"young police officer filipo ( giovanni ribisi ) descends into philippa's life , changing her bleak outlook on existence into one in search of tranquility among corruption , as they become unlikely soul mates and lovers . 
",objective,0,6788,subj_6788,train
"it's all about love is the story of two lovers and their attempts to save their relationship in a near-future world on the brink of cosmic collapse . 
",objective,0,8860,subj_8860,train
"in a summer overrun with movies dominated by cgi aliens and super heroes , it revigorates the mind to see a feature that concentrates on people , a project in which the script and characters hold sway . 
",subjective,1,3073,subj_3073,train
"too much of storytelling moves away from solondz's social critique , casting its audience as that of intellectual lector in contemplation of the auteur's professional injuries . 
",subjective,1,2588,subj_2588,train
"the irony is that this film's cast is uniformly superb ; their performances could have -- should have -- been allowed to stand on their own . 
",subjective,1,908,subj_908,train
"this is the question posed to john wesley after a heavy night of drinking . 
",objective,0,5360,subj_5360,train
"biker cary ford is framed by and old rival and biker gang leader for the murder of another gang member who happens to be the brother of trey ( ice cube ) , leader of the most feared biker gang in the country . 
",objective,0,7891,subj_7891,train
"we never truly come to care about the main characters and whether or not they'll wind up together , and michele's spiritual quest is neither amusing nor dramatic enough to sustain interest . 
",subjective,1,1531,subj_1531,train
"oliver , an emotional gigolo who doesn't belive he deserves to love , arrives in copenhagen to surprise a summer flirt but ends up meeting lulu . 
",objective,0,5516,subj_5516,train
"left in the care of erica and his doctor ( reeves ) , a love triangle starts to take shape . 
",objective,0,8177,subj_8177,train
"the film is beautifully mounted , but , more to the point , the issues are subtly presented , managing to walk a fine line with regard to the question of joan's madness . 
",subjective,1,4786,subj_4786,train
"special agent rachel anderson is charged with protecting a key witness , richard harper . 
",objective,0,7802,subj_7802,train
"plodding , poorly written , murky and weakly acted , the picture feels as if everyone making it lost their movie mojo . 
",subjective,1,824,subj_824,train
"even when foreign directors . . . borrow stuff from hollywood , they invariably shake up the formula and make it more interesting . 
",subjective,1,4066,subj_4066,train
"matt was drunk and as he reached for the car radio , he struck the girl as she crossed the road . 
",objective,0,5590,subj_5590,train
"ben has a way of making trouble for julie . 
",objective,0,5863,subj_5863,train
"anthony is a successful computer engineer in silicon valley where he seems to have the perfect life : a beautiful home secluded in the hills , stock options worth millions , and a lovely wife , victoria . 
",objective,0,7305,subj_7305,train
"the friends may listen , but when do they learn maybe never or only when the journey begins with you . 
",objective,0,5253,subj_5253,train
"but this time , lucy , instead of thinking of herself first is able to comfort dante and forgive his momentary rage . 
",objective,0,8422,subj_8422,train
"the film's images give a backbone to the company and provide an emotional edge to its ultimate demise . 
",subjective,1,53,subj_53,train
"the film is a hoot , and is just as good , if not better than much of what's on saturday morning tv especially the pseudo-educational stuff we all can't stand . 
",subjective,1,4519,subj_4519,train
"this eruption of bloody violence becomes the catalyst for the unleashing of dark forces with terrifying results . 
",objective,0,9280,subj_9280,train
"visually fascinating . . . an often intense character study about fathers and sons , loyalty and duty . 
",subjective,1,4396,subj_4396,train
"even bigger and more ambitious than the first installment , spy kids 2 looks as if it were made by a highly gifted 12-year-old instead of a grown man . 
",subjective,1,1263,subj_1263,train
"when the popular , restless landon carter is forced to participate in the school drama production he falls in love with jamie sullivan , the daughter of the town's minister . 
",objective,0,5745,subj_5745,train
"delia , greta , and paula rank as three of the most multilayered and sympathetic female characters of the year . as each of them searches for their place in the world , miller digs into their very minds to find an unblinking , flawed humanity . 
",subjective,1,367,subj_367,train
"the combination of lightness and strictness in this instance gives italian for beginners an amiable aimlessness that keeps it from seeming predictably formulaic . 
",subjective,1,2506,subj_2506,train
"his biggest customers are the yorkin family , and they seem to have everything in the world . 
",objective,0,5676,subj_5676,train
"when fran , ( paige turco ) walks into the prop house where he lives looking for unusual objects , chep immediately develops a crush . 
",objective,0,5651,subj_5651,train
"it made me want to wrench my eyes out of my head and toss them at the screen . 
",subjective,1,2168,subj_2168,train
"it's been 10 years since the events of the second film . 
",objective,0,9312,subj_9312,train
"ramsay is clearly extraordinarily talented , and based on three short films and two features , here's betting her third feature will be something to behold . 
",subjective,1,2486,subj_2486,train
"the farmer whom the barn belongs to is distraught and can't cope from the intruder's power of articulations . 
",objective,0,6335,subj_6335,train
"an essentially awkward version of the lightweight female empowerment picture we've been watching for decades
",subjective,1,2216,subj_2216,train
"but there is one major problem--oscar's true love is his stepmother eve . 
",objective,0,8252,subj_8252,train
"saruman's army of uruk hai is ready to launch an assault against aragorn and the people of rohan . 
",objective,0,7860,subj_7860,train
"it's a great american adventure and a wonderful film to bring to imax . 
",subjective,1,1320,subj_1320,train
"cold , pretentious , thoroughly dislikable study in sociopathy . 
",subjective,1,2111,subj_2111,train
"that such a horrible movie could have sprung from such a great one is one of the year's worst cinematic tragedies . 
",subjective,1,4127,subj_4127,train
"making matters worse , vince is having trouble discerning reality from memory . 
",objective,0,7160,subj_7160,train
"or so he tells bobby ( alex feldman ) the eighteen year old male hustler smith employs for company . 
",objective,0,6765,subj_6765,train
"she hires karl to find her missing sister and karl soon finds himself drawn into a world of half-truths and lies as his simple missing-person case develops into a murder case that quickly becomes international in scope . 
",objective,0,7266,subj_7266,train
"she must stand trial to seek freedom from a life of imprisonment . 
",objective,0,7940,subj_7940,train
"it makes you believe the cast and crew thoroughly enjoyed themselves and believed in their small-budget film . 
",subjective,1,1896,subj_1896,train
"in the affable maid in manhattan , jennifer lopez's most aggressive and most sincere attempt to take movies by storm , the diva shrewdly surrounds herself with a company of strictly a-list players . 
",subjective,1,3010,subj_3010,train
"the paradiso's rusted-out ruin and ultimate collapse during the film's final ( restored ) thirdemotionally belittle a cinema classic . sometimes shorter is better . 
",subjective,1,2807,subj_2807,train
"this is a delightful comedy with countless celebrity cameos by dave foley , jeff goldblum , and jack black just to name a few . 
",objective,0,6738,subj_6738,train
"offers a fascinating look into the world of upper-echelon comics . 
",subjective,1,1201,subj_1201,train
"so when a jamaican family move in next door and build a cricket net in the back garden , david is in seventh heaven . 
",objective,0,5409,subj_5409,train
"as charming , humorous and heimisch as its nomadic subjects . 
",subjective,1,3233,subj_3233,train
"spencer meets paula in a hairsalon where he is getting his hair cut . 
",objective,0,7810,subj_7810,train
"they're jewish , they're grandmothers , and they're lesbians . 
",objective,0,5014,subj_5014,train
"well-acted , well-directed and , for all its moodiness , not too pretentious . 
",subjective,1,1904,subj_1904,train
"the cold and dreary weather is a perfect metaphor for the movie itself , which contains few laughs and not much drama . 
",subjective,1,3589,subj_3589,train
"beary barrinson , a ten-year-old bear cub raised by humans , heads for tennessee to find his birth family . 
",objective,0,9217,subj_9217,train
"renner's performance as dahmer is unforgettable , deeply absorbing . 
",subjective,1,842,subj_842,train
"the film is a travesty of the genre and even as spoof takes itself too seriously . 
",subjective,1,1932,subj_1932,train
"young is a tribute to the nobility of those men under fire , their common acts of uncommon valor , and their loyalty to and love for one another . 
",objective,0,8207,subj_8207,train
"louiso lets the movie dawdle in classic disaffected-indie-film mode , and brother hoffman's script stumbles over a late-inning twist that just doesn't make sense . 
",subjective,1,131,subj_131,train
"they will try to find hanareh , a singer with a magic voice who crossed the border and may now be in danger in the iraqi kurdistan . 
",objective,0,7037,subj_7037,train
"lacking gravitas , macdowell is a placeholder for grief , and ergo this sloppy drama is an empty vessel . leave these flowers unpicked -- they're dead on the vine . 
",subjective,1,1369,subj_1369,train
"and what dark secret does the house harbour that leaves them feeling as though they're being watched by more than just a million pairs of eyes ? 
",objective,0,6397,subj_6397,train
"functions as both a revealing look at the collaborative process and a timely , tongue-in-cheek profile of the corporate circus that is the recording industry in the current climate of mergers and downsizing . 
",subjective,1,2009,subj_2009,train
"this is one of jaglom's most accessible and genuinely enjoyable films . 
",subjective,1,290,subj_290,train
"whatever eyre's failings as a dramatist , he deserves credit for bringing audiences into this hard and bitter place . 
",subjective,1,3719,subj_3719,train
"a brutal and funny work . nicole holofcenter , the insightful writer/director responsible for this illuminating comedy doesn't wrap the proceedings up neatly but the ideas tie together beautifully . 
",subjective,1,3957,subj_3957,train
"nicolas cage isn't the first actor to lead a group of talented friends astray , and this movie won't create a ruffle in what is already an erratic career . 
",subjective,1,3057,subj_3057,train
"in the cutthroat world of children's television , rainbow randolph , the corrupt , costumed star of a popular children's tv show , is fired over a bribery scandal and replaced by squeaky-clean smoochy , a puffy fuscia rhinoceros . 
",objective,0,5137,subj_5137,train
"yakusho , as always , is wonderful as the long-faced sad sack . . . and his chemistry with shimizu is very believable . 
",subjective,1,3673,subj_3673,train
"after a really wild night jim and the gang wake up in an abandoned warehouse in a small town in the middle of no where , of which they have never heard of . 
",objective,0,8750,subj_8750,train
"professionally speaking , it's tempting to jump ship in january to avoid ridiculous schlock like this shoddy suspense thriller . 
",subjective,1,920,subj_920,train
"because of his shame , bobby undergoes a type of 'splitting' where a decrepit , ghoulish version of him is separated from his healthy self . 
",objective,0,8288,subj_8288,train
"and the rule of this race is to kill the other contestants to win the race ! ! ! 
",objective,0,7113,subj_7113,train
"this is the story of their lives , their memories , their unbending habits and the films they love . 
",objective,0,6888,subj_6888,train
"holland lets things peter out midway , but it's notably better acted -- and far less crass - than some other recent efforts in the burgeoning genre of films about black urban professionals . 
",subjective,1,2282,subj_2282,train
"even if the naipaul original remains the real masterpiece , the movie possesses its own languorous charm . 
",subjective,1,2805,subj_2805,train
"like its bizarre heroine , it irrigates our souls . 
",subjective,1,3702,subj_3702,train
"54 high school girls throw themselves in front of a subway train . 
",objective,0,8334,subj_8334,train
"sillier , cuter , and shorter than the first ( as best i remember ) , but still a very good time at the cinema . 
",subjective,1,964,subj_964,train
"for his drug is not dope or crack or smack . . . 
",objective,0,7567,subj_7567,train
