doc_id,document,query,label,annotation_id,label_id,exp_split
821520,"""This new division will be focused on the vitally important task of protecting the nation's cyber assets so that we may best protect the nation’s critical infrastructure assets.""","""This new division will be focused on the vitally important task of protecting the nation's cyberassets so that we may best protect the nation's critical infrastructure assets,"" he added.
",1,821520_821384,paraphrase,train
1538790,Sales of downloaded singles and albums will be included in Billboard's charts for those configurations.,"Digital download sales of recorded albums and singles will be included in the album and singles sales charts, respectively.
",1,1538790_1538868,paraphrase,train
621407,The findings were reported online in the June 1 edition of scientific journal Nature Medicine.,"The findings are published in today's edition of the journal Nature Medicine.
",1,621407_621315,paraphrase,train
2748306,Kerry last month outlined a U.N. resolution authorizing a military force under U.S. command and transferring responsibility to the United Nations for the political and humanitarian efforts.,"Kerry outlined last month a UN resolution authorizing a military force under US command and transferring responsibility for political and humanitarian efforts to the UN.
",1,2748306_2748295,paraphrase,train
3106657,Downer originally said the 14 Kurds had not asked to be considered as refugees when they arrived in a boat off Melville Island last week.,"Foreign Minister Alexander Downer yesterday claimed the group of 14 Kurds had not asked to be considered as refugees when they arrived off Melville Island last week.
",1,3106657_3106635,paraphrase,train
1701370,"The government identified the alleged hijackers as Francisco Lamas Carón, 29, Luis Alberto Suarez Acosta, 22, and Yosvani Martínez Acosta, 27.","The ministry said the hijackers Francisco Lamas Caron, 29; Luis Alberto Suarez Acosta, 22; and Yosvani Martinez Acosta, 27, shot themselves for unknown reasons.
",0,1701370_1701277,semantic equivalence,train
1349416,"""The court expects that 25 years from now, the use of racial preferences will no longer be necessary,"" O'Connor wrote.","O'Connor wrote, ""We expect that 25 years from now, the use of racial preferences will no longer be necessary.""
",1,1349416_1349690,paraphrase,train
2479147,The FTC also said AOL and CompuServe failed to deliver timely rebates to consumers.,"In a separate complaint, the FTC alleged that AOL and CompuServe failed to deliver timely 400 rebates to consumers.
",1,2479147_2479132,paraphrase,train
1467347,CELF said IBM is pursuing membership and plans to be an active participant in the forum.,"IBM is pursuing membership and plans to be an active participant in the CELF, according to various members of CELF.
",1,1467347_1467378,paraphrase,train
302689,The news came as authorities in Taiwan quarantined hundreds at two major hospitals amid fears of a widespread epidemic of Severe Acute Respiratory Syndrome on the self-governing island.,"The threat came as Taiwanese authorities quarantined hundreds at two hospitals amid fears of an epidemic of severe acute respiratory syndrome.
",1,302689_302468,paraphrase,train
3164525,"""I do not wish to be present during this witness,"" he told Stanislaus County Superior Court Judge Al Girolami.","""Yes, I do not wish to be present during this witness,"" Peterson, 31, calmly told the judge as he was returned to his cell.
",0,3164525_3164660,semantic equivalence,train
1467588,"The Satellite's 17-inch panel offers a maximum resolution of 1,440 by 900 pixels, Toshiba said.","The new P25-S507 sports a 17-inch display with a resolution of 1,440 pixels by 900 pixels the same as Apples PowerBook.
",0,1467588_1467641,semantic equivalence,train
2228733,"The average American makes four trips a day, 45 percent for shopping or errands.","Nearly half - 45 percent - are for shopping or running errands.
",0,2228733_2228854,semantic equivalence,train
2221657,"In afternoon trading in Europe, France's CAC-40 rose 1.5 percent, Britain's FTSE 100 gained 0.3 percent and Germany's DAX index advanced 1.2 percent.","In afternoon trading in Europe, France's CAC-40 advanced and Britain's FTSE 100 each gained 0.7 percent, while Germany's DAX index rose 0.6 percent.
",1,2221657_2221678,paraphrase,train
344782,"The key vote Thursday came on the dividend tax provision offered by Sen. Don Nickles, R-Oklahoma.","The key vote Thursday was on a provision that temporarily eliminates the dividend tax.
",0,344782_345304,semantic equivalence,train
3119461,"""We did not want to shut down,"" Lawrence Diamond, the CFO, said as O'Donnell lawyer Matthew Fishbein questioned him.","""We did not want to shut down,"" Diamond testified under questioning by Matthew Fishbein, one of O'Donnell's lawyers.
",1,3119461_3119491,paraphrase,train
1264552,"OpForce 3.0 supports Solaris, IBM AIX, Red Hat Linux and Windows.","The OpForce product currently works with Solaris, AIX, Red Hat Linux and Windows servers.
",1,1264552_1264471,paraphrase,train
1396868,"As such, consumers want to easily enjoy this content, regardless of the source, across different devices and locations in the home, said the group.","The companies say their consumers want to enjoy their content, regardless of the source, across different devices and locations in the home.
",1,1396868_1396786,paraphrase,train
2542022,"Because of that, the family had kept him from the home over the objections of the grandmother, police said.","Because of that, the family had run him out of the house over the objections of the grandmother and he was living on the street.
",0,2542022_2541932,semantic equivalence,train
2754803,"Fifty-seven senators, including 24 Republicans, have signed the letter.","Of those who signed the letter, 57 are senators, including 24 Republicans.
",1,2754803_2754782,paraphrase,train
3113884,One of the Commission's publicly stated goals is to ensure other producers' server software can work with desktop computers running Windows as easily as Microsoft's.,"The Commission has publicly said one of its goals is to ensure other producers' server software can connect to desktop computers running Windows as easily as Microsoft's can.
",1,3113884_3113810,paraphrase,train
2461128,"""We respectfully disagreed with Massachusetts's request for fees on the basis that they did not prevail on the vast majority of their original claims,"" Microsoft spokeswoman Stacy Drake said.","""We respectfully disagreed with Massachusetts' request for fees on the basis that they did not prevail on the vast majority of their original claims.""
",1,2461128_2461192,paraphrase,train
3290113,"But he added: ""You can't win elections by looking in the rearview mirror.""","""You can't win elections by looking through the rear view mirror,"" he said.
",1,3290113_3290192,paraphrase,train
1345526,Recent U.S. appeals court rulings have required Internet providers to identify subscribers suspected of illegally sharing music and movie files.,"The new campaign comes just weeks after U.S. appeals court rulings requiring Internet service providers to identify subscribers suspected of illegally sharing music and movie files.
",1,1345526_1345340,paraphrase,train
1799475,"She also thanked her boyfriend, Sgt. Ruben Contreras, who was sitting next to the stage.","And she has a boyfriend, officials said: Sgt. Ruben Contreras, who sat with her family today.
",0,1799475_1799424,semantic equivalence,train
2426922,Federal offices were to remain closed for a second day overnight (Friday US time).,"The Government shut down in Washington, and federal offices were to remain closed yesterday.
",1,2426922_2427014,paraphrase,train
71782,Missouri Gov. Bob Holden asked the White House to declare a federal disaster in 39 counties.,"Gov. Bob Holden asked Bush to declare 39 Missouri counties disaster areas.
",1,71782_72136,paraphrase,train
2566397,"According to the affidavit, Al-Amoudi made at least 10 trips to Libya using two American and one Yemeni passport.","The affidavit said Mr. al-Amoudi made at least 10 trips to Libya using one Yemeni and two U.S. passports.
",1,2566397_2566529,paraphrase,train
3111200,It can store more than a gigabyte of information equivalent to around 12 hours of music in one cubic centimetre.,"And it can store more than a gigabyte of information - equivalent to 1,000 high quality images or around 12 hours of music - in just one cubic centimetre.
",0,3111200_3111211,semantic equivalence,train
3357076,An attempt last month in the Senate to keep the fund open for another year fell flat.,"An attempt to keep the fund open for another year fell flat in the Senate last month.
",1,3357076_3357026,paraphrase,train
352129,His coalition also passed some of the world's most progressive laws in legalizing gay marriage and euthanasia and decriminalizing the personal use of soft drugs.,"The coalition passed some of the world's most progressive social legislation, legalising gay marriage and euthanasia.
",0,352129_352112,semantic equivalence,train
539586,"Passenger Keith Charlton, who helped tackle the man, last night praised the efforts of the injured chief flight attendant, known to passengers as Greg.","Passenger Keith Charlton, who also tackled the attacker, praised the efforts of the injured chief flight attendant.
",1,539586_539363,paraphrase,train
1072674,"O'Brien's attorney, Jordan Green, declined to comment.","Jordan Green, O'Brien's private attorney, said he had no comment.
",1,1072674_1072425,paraphrase,train
2745358,Revenue in the most-recent quarter rose 5.4 percent to 45.9 billion.,"Revenue rose 5.4 percent to 45.9 billion from 43.6 billion a year ago.
",0,2745358_2745404,semantic equivalence,train
1852279,"The Dow Jones industrial average closed down 18.06, or 0.2 per cent, at 9266.51.","The blue-chip Dow Jones industrial average <.DJI> slipped 44.32 points, or 0.48 percent, to 9,240.25.
",1,1852279_1852455,paraphrase,train
762446,But she didn't say whether she'll certify the two-year 117.4 billion budget for 2004-05.,"She said she didn't know yet whether she would certify the budget.
",1,762446_762324,paraphrase,train
3337422,"If Poland, Spain and Germany were prepared to make concessions in Brussels, the basis for a deal could be found.","""Poland, Spain and Germany, were ready to talk about a deal,"" he said.
",0,3337422_3337563,semantic equivalence,train
2581006,"When a manager let him into the apartment, the youngster was in a baby's bathtub, covered with a towel and watching a TV cartoon channel.","When the manager let him in the apartment, Brianna was in her mother's bedroom lying in a baby's bathtub, covered with a towel and watching cartoons.
",1,2581006_2580932,paraphrase,train
2614359,"""We will accede to the request while we explore all of our options,"" VeriSign spokesman Tom Galvin told Reuters.","We will accede to the request while we explore all of our options,"" said Russell Lewis, executive vice president of VeriSign's Naming and Directory Services Group.
",1,2614359_2614340,paraphrase,train
345700,Electronic Data Systems Corp. Thursday said the Securities and Exchange Commission has asked the company for documents related to its large contract with the U.S. Navy.,"In a regulatory filing, EDS said the SEC had asked for information related to its troubled IT outsourcing contract with the US Navy.
",1,345700_345683,paraphrase,train
655008,"Monday ratcheted up its database software line with the introduction of a new suite that automates the process of defining, describing and indexing information contained in the database.","DB2 Cube Views automates the process of creating metadata by defining, describing, and indexing information in a database.
",0,655008_654952,semantic equivalence,train
2598655,The veteran Malyasian diplomat met Suu Kyi Wednesday at the lakeside home in Yangon where she is under house arrest.,"Razali Ismail met for 90 minutes with Suu Kyi, a 1991 winner of the Nobel Peace Prize, at her lakeside home, where she is under house arrest.
",0,2598655_2598686,semantic equivalence,train
3322660,"Malvo's attorneys mounted an insanity defense, arguing that Muhammad's indoctrination left him unable to tell right from wrong.","Malvo's lawyers have presented an insanity defense, saying brainwashing by convicted sniper John Allen Muhammad left Malvo incapable of knowing right from wrong.
",1,3322660_3322644,paraphrase,train
2238105,And the First Amendment doesn't say that the free exercise of religion is allowed — except in government buildings.,"The amendment deals with the free exercise of religion versus the government establishment of a religion.
",0,2238105_2238012,semantic equivalence,train
2268478,"The victim, who was also not identified, was taken to Kings County Hospital in ""extremely critical"" condition, Czartoryski said.","The shooting victim was taken to Kings County Hospital Center, where he later died, the police said.
",0,2268478_2268416,semantic equivalence,train
2403100,On average the students suffered at least one of the 13 symptoms between three and 11 times in the last year.,"Based on having at least one of these symptoms, most students were hung over between three and 11 times in the past year.
",1,2403100_2403192,paraphrase,train
3116793,"SEIU President Andrew Stern said the unions are ""totally comfortable"" with Dean's positions.","In his speech, Stern says his members are ""totally comfortable"" with Dean's positions on health care issues.
",1,3116793_3116876,paraphrase,train
1472318,"Witnesses from Malaysia will testify Thursday in the treason trial of cleric Abu Bakar Bashir, said to be the leader of terrorist group Jemaah Islamiyah.","The secrecy surrounding terrorist group Jemaah Islamiyah was again smashed when witnesses from Malaysia testified in the treason trial of Abu Bakar Bashir.
",0,1472318_1472426,semantic equivalence,train
111977,The Chelsea defender Marcel Desailly has been the latest to speak out.,"Marcel Desailly, the France captain and Chelsea defender, believes the latter is true.
",0,111977_111896,semantic equivalence,train
1358458,"But the institute says the department ""woefully underestimates"" the changes that would occur under the proposal.","But the institute says the department ‘‘woefully underestimates’’ the changes that would occur if the proposal is implemented.
",1,1358458_1358496,paraphrase,train
360333,"In March, 67 percent connected through cable, up from 63 percent a year earlier.","By March 2003, 67 percent of broadband users connected using cable modems, compared with 28 percent using D.S.L.
",0,360333_360465,semantic equivalence,train
2579050,"Close behind was India, 14.3 percent, followed by Thailand and the Philippines.","The largest supplier of medicines was Canada, followed by India, Thailand and the Philippines.
",0,2579050_2579025,semantic equivalence,train
3386401,"On Thursday, authorities evacuated residents who live in the canyon and closed off the road leading there.","Authorities evacuated residents and closed off the road leading to Waterman Canyon.
",1,3386401_3386434,paraphrase,train
1353170,"EU ministers were invited to the conference but canceled because the union is closing talks on agricultural reform, said Gerry Kiely, a EU agriculture representative in Washington.","Gerry Kiely, a EU agriculture representative in Washington, said EU ministers were invited but canceled because the union is closing talks on agricultural reform.
",1,1353170_1353189,paraphrase,train
2421171,"Andrew Sugden, an evolutionary biology expert and international managing editor of Science, described the find as a ""milestone . . . this research has broken the size barrier for rodents"".","Andrew Sugden, an evolutionary biology expert and the international managing editor of Science, described the find as a ""milestone"".
",0,2421171_2421092,semantic equivalence,train
894010,Officials with North Carolina Speedway at Rockingham could not be reached.,"NASCAR officials could not be reached for comment Tuesday.
",1,894010_893837,paraphrase,train
979620,The 4th U.S. Circuit Court of Appeals has unsealed a heavily edited transcript of the June 3 court session where classified evidence was discussed out of public earshot.,"The 4th U.S. Circuit Court of Appeals in Richmond, Va., released the edited transcript of a closed hearing June 3, which followed a public proceeding.
",0,979620_979602,semantic equivalence,train
969188,"The broader Standard & Poor's 500 Index .SPX dropped 9.90 points, or 0.99 percent, to 988.61.","The technology-laced Nasdaq Composite Index was down 25.36 points, or 1.53 percent, at 1,628.26.
",0,969188_969295,semantic equivalence,train
3238581,"Identical wording was introduced in the Senate last week by three Republicans, Wayne Allard (Colo.), Jeff Sessions (Ala.) and Sam Brownback (Kan.).","Identical wording was introduced in the Senate last week by three Republicans: Wayne Allard of Colorado, Jeff Sessions of Alabama and Sam Brownback of Kansas.
",1,3238581_3238530,paraphrase,train
1380479,Chief Justice William Rehnquist and Justice Clarence Thomas were the two other dissenting judges.,"His dissent was joined by Chief Justice William H. Rehnquist and Justice Clarence Thomas.
",1,1380479_1380626,paraphrase,train
2805768,Prisoners were tortured and executed -- their ears and scalps severed for souvenirs.,"They frequently tortured and shot prisoners, severing ears and scalps for souvenirs.
",1,2805768_2805313,paraphrase,train
1767361,U.S. troops killed nearly two dozen suspected Taliban militants after coming under fire in southern Afghanistan in the latest in a series of such attacks.,"U.S. soldiers killed about two dozen suspected Taliban militants in southern Afghanistan after their convoy came under attack, the military said Sunday.
",1,1767361_1767157,paraphrase,train
1428158,"About 25 countries have signed in the past four months, and about half of those have been signed in the past few weeks.","According to the State Department list, about 25 nations have signed bilateral agreements in the past four months, about half in the past three weeks.
",1,1428158_1428275,paraphrase,train
3271547,"""The United States welcomes a greater NATO role in Iraq's stabilisation,"" Powell said, according to the text of prepared remarks seen by Reuters.","""The United States welcomes a greater NATO role in Iraq's stabilization,"" Mr. Powell said in a speech to fellow NATO ministers.
",1,3271547_3271275,paraphrase,train
1598660,The conflict centers on a proposal to change a French unemployment fund for artists that takes into account their downtime between shows.,"France has a unique unemployment fund for artists that takes into account their downtime between shows.
",0,1598660_1598725,semantic equivalence,train
1982137,"Hormone replacement therapy that combines estrogen and progestin doubles a woman's risk of breast cancer, a British study of more than a million women has found.","A major British study has added to the evidence that hormone replacement therapy increases the risk of breast cancer, especially when women receive a combination of estrogen and progestin.
",1,1982137_1982082,paraphrase,train
1277321,"""I will pass on to him [Mr. Cheney] that Canada still remains a safe, secure and reliable supply of energy,"" Mr. Klein said Sunday.","""I will pass on to him that Canada still remains a safe, secure and reliable supply of energy.""
",1,1277321_1277116,paraphrase,train
2723203,"""It is a benign web where we hope to catch investors and where each of us can advance our enlightened self interest through cooperation with others.""","It is a benign web where we hope to catch investors and where each of us can advance our enlightened self-interest through cooperation with others,' said Mr Goh.
",1,2723203_2723167,paraphrase,train
1982755,"Adolescent specialist Dr Michael Cohen, who worked on the study, said doctors had treated eight-year-old children with anorexia - and that he had once treated a four-year-old boy.","Adolescent specialist Dr. Michael Cohen, who worked on the study, said doctors had treated 8-year-old children with anorexia _ and that he had once treated a 4-year-old boy.
",1,1982755_1982770,paraphrase,train
1775223,"""It's obvious I'm not riding as well as years past,"" Armstrong said at a news conference.","""I think it's obvious I'm not riding as well as I have in years past.
",1,1775223_1775268,paraphrase,train
841177,All those infected had recent close contact with prairie dogs.,"One of those infected reported having recent contact with exotic animals there.
",1,841177_841437,paraphrase,train
3133255,"At a news conference on Staten Island, U.S. Attorney Roslynn Mauskopf announced she would be taking over the probe from District Attorney William Murphy.","On Friday, U.S. Attorney Roslynn Mauskopf said she would take over the probe from District Attorney William Murphy.
",1,3133255_3133543,paraphrase,train
1984282,"""When I talked to him last time, did I think that was the end-all - one conversation with somebody?","When I talked to him last time, did I think it was the end-all?
",1,1984282_1984259,paraphrase,train
2332399,"Slow-moving, drenching Tropical Storm Henri doused an already soaked Florida Friday, bringing powerful storms which further tested already-swollen lakes and rivers.","Slow-moving, drenching Tropical Storm Henri doused an already soaked Florida on Friday, pushing heavy rains into areas where lakes and rivers were full to overflowing.
",1,2332399_2332291,paraphrase,train
533680,The case had consolidated numerous class action suits filed against Rambus in 2001.,"The case consolidated multiple purported class actions filed in 2001.
",1,533680_533673,paraphrase,train
3035916,"He added that we are ""not going to make progress if we don't broaden the tent.""","He added Democrats are not going to make progress if we dont broaden the tent.
",1,3035916_3035786,paraphrase,train
316018,The MTA had argued it needed to raise fares to close a two-year deficit it estimated at different times ranged from less than 1 billion to 2.8 billion.,"The MTA argued it needed to raise fares to close a two-year deficit it estimated, at different times, to be 952 million or 2.8 billion.
",1,316018_315837,paraphrase,train
1733129,"By 2040, the county's population is expected to be 985,066, compared to the 2000 population of 860,454.","Through 2040, Indiana's population is expected to increase by about 19 percent, to more than 7.2 million people.
",0,1733129_1733137,semantic equivalence,train
1803911,"Dolores Mahoy, 68, of Colorado Springs, Colo., is someone who might be helped by the legislation pending in Congress.","Dolores E. Mahoy, 68, of Colorado Springs is just the type of person who might be helped by the legislation pending in Congress.
",1,1803911_1803964,paraphrase,train
2768381,"Italian Prime Minister Silvio Berlusconi, whose country holds the rotating EU presidency, said he was prepared to call another meeting of leaders next month.","Italian Prime Minister Silvio Berlusconi, chairing the summit, said he was prepared to call an extra informal meeting of leaders next month on the constitution if necessary.
",0,2768381_2768348,semantic equivalence,train
1595057,"But Islamic Jihad's main leadership in the Gaza Strip disowned the bombing, saying the group was still committed to the ceasefire.","The group's leadership in Gaza insisted on Tuesday that it was still committed to the ceasefire.
",0,1595057_1595083,semantic equivalence,train
377195,"Cox said state police would still help his office in the investigation, but Sturdivant would not be involved.","On Friday, authorities had said the state police would head the investigation.
",0,377195_377203,semantic equivalence,train
3326084,"The skull is then punctured, the brain suctioned out, and that causes the skull to collapse so it can be removed from the birth canal.","The skull is then punctured and the brain suctioned out, causing the skull to collapse and easing passage through the birth canal.
",1,3326084_3325993,paraphrase,train
2764143,"""The accuser arrived at the hospital wearing yellow knit panties - with someone else's semen and sperm in them, not that of Mr. Bryant,"" Mackey hammered triumphantly.","""The accuser arrived at the hospital wearing panties with someone else's semen and sperm in them, not that of Mr. Bryant, correct?""
",1,2764143_2764068,paraphrase,train
886548,Shinseki retires Wednesday after a 38-year career that included combat in Vietnam and head of U.S. peacekeeping efforts in Bosnia.,"Shinseki's career included combat in Vietnam and head of U.S. peacekeeping efforts in Bosnia.
",0,886548_886727,semantic equivalence,train
1256514,"Tornadoes, up to a foot of rain and hail as big as cantaloupes pounded southern Nebraska and northern Kansas, killing one man and destroying at least four homes.","Up to a foot of rain and at least seven tornadoes pounded southern Nebraska and northern Kansas, killing a man and destroying at least four homes.
",1,1256514_1256639,paraphrase,train
1066675,"He said: ""I fear on this occasion what happened was those bits of the alphabet which supported the case were selected.","""I fear on this occasion what happened is that those bits of the alphabet that supported the case were selected,"" he said.
",1,1066675_1066696,paraphrase,train
2630546,Wall Street was also waiting for aluminum maker Alcoa Inc. AA.N to report earnings after the close.,"Wall Street was also waiting for aluminum maker Alcoa Inc. (nyse: PEP - news - people) to report earnings after the close.
",1,2630546_2630578,paraphrase,train
919973,Duisenberg said in an interview with Bloomberg News' German television channel released earlier on Wednesday it was too early to discuss further interest rate cuts for the euro zone.,"European Central Bank President Wim Duisenberg said in a televised interview that it was too soon to discuss further interest rate cuts in the euro zone.
",1,919973_919939,paraphrase,train
261466,The total number of new cases in China was fewer than 100 for the third day in a row.,"On Monday, the number of SARS cases in China passed 5,000, hitting a total of 5,013.
",0,261466_261502,semantic equivalence,train
34763,"Det Chief Insp Norman McKinlay said there was ""evidence a body or bodies have been in this area"".","Detective Chief Inspector Norman McKinlay, leading the investigation, said: ""There is evidence a body or bodies have been in this area.
",1,34763_34897,paraphrase,train
2169156,"Rosenthal declined comment on the Garrett situation Tuesday but said in a statement: ""We had a big contract negotiation.","The show's creator and executive producer, Phil Rosenthal, quipped in a statement: ""We had a big contract negotiation.
",0,2169156_2169356,semantic equivalence,train
2631020,"FCC Chairman Michael Powell said in a statement that the ruling would ""throw a monkey wrench into the FCC's efforts to develop a vitally important national broadband policy.""","He added that the decision will ""throw a monkey wrench into the FCC's efforts to develop a vitally important national broadband policy.""
",1,2631020_2631063,paraphrase,train
2146802,Police official S.K. Tonapi told Reuters at least 40 people had been killed and more than 100 wounded.,"State interior ministry spokesman Vasant Pitke told Reuters that at least 42 people had been killed and 112 injured.
",0,2146802_2146689,semantic equivalence,train
782069,It marked the fourth straight week and the ninth time this year that rates on this benchmark mortgage fell to an all-time weekly low.,"Mortgage rates around the country fell again this week, the ninth time this year rates have hit an all-time low.
",1,782069_782287,paraphrase,train
598413,"I've still got a fighting chance, though,"" Hewitt said after battling to overcome Davydenko 6-3 4-6 6-3 7-6 (7-5) on centre court.","""I'm still not red-hot favourite,"" Hewitt said after battling to down Davydenko 6-3 4-6 6-3 7-6 (7-5) on centre court.
",0,598413_598370,semantic equivalence,train
2949404,"Harris and Klebold killed 12 students and a teacher before taking their own lives on April 20, 1999.","Harris and Klebold killed 12 students, a teacher and themselves at the school.
",1,2949404_2949439,paraphrase,train
627204,He also reaffirmed his wish to resolve the North Korean nuclear crisis peacefully.,"But the North Korean nuclear crisis has dominated his time in office.
",0,627204_627159,semantic equivalence,train
1528194,"Then they moved inside the mosque and started firing on the people,'' he told the Associated Press.","""Then they moved inside the mosque and started firing on the people.""
",1,1528194_1528085,paraphrase,train
1598385,"""Everything was decided in advance,"" said one of the men, Thierry Falise, a Belgian photographer, as he arrived in Bangkok.","""It was a total mockery of justice, a parody,"" said Thierry Falise, a Belgian photographer, as he arrived here.
",0,1598385_1598301,semantic equivalence,train
1091525,"Likewise, the 30-year bond <US30YT=RR> slid 1-11/32 for a yield of 4.38 percent, up from 4.30 percent.","The 30-year bond US30YT=RR jumped 20/32, taking its yield to 4.14 percent from 4.18 percent.
",0,1091525_1091318,semantic equivalence,train
222638,The company is in the early stages of testing the drug for rheumatoid arthritis.,"The company is also testing its cancer drug Rituxan for use by rheumatoid arthritis patients.
",1,222638_222492,paraphrase,train
3276666,"R&D spending is expected to be 4.4 billion for the year, as compared to the previous expectation of 4.3 billion.","Spending on research and development is expected to be 4.4 billion for the year, compared with the previous expectation of 4.3 billion.
",1,3276666_3276656,paraphrase,train
684851,"Several relatives of Australian victims of the attack were in court to witness the proceedings, but few Balinese attended the trial.","Several relatives of Australian victims of the attack sat in the front row of the court, but few Balinese attended the trial.
",1,684851_684559,paraphrase,train
2242377,"The benchmark 10-year note US10YT=RR slipped 16/32 in price, sending its yield to 4.48 percent from 4.42 percent late on Thursday.","The yield on the 10-year Treasury note rose to 4.46% from 4.42% late Thursday.
",0,2242377_2242625,semantic equivalence,train
1721054,The California Farm Bureau did not immediately return calls seeking comment.,"The California Farm Bureau did not immediately have an official response to Tuesday's ruling.
",1,1721054_1721069,paraphrase,train
1693475,"U.S. corporate bond yield spreads opened tighter overall on Tuesday, but tobacco company bonds widened significantly after an adverse legal ruling on Philip Morris USA.","U.S. corporate bond yield spreads ended mostly tighter amid slumping Treasuries on Tuesday, while bonds of tobacco firms widened significantly after an adverse legal ruling on Philip Morris USA.
",1,1693475_1693420,paraphrase,train
339203,That package included increases to both the city's sales and income taxes.,"He also objects to the sales and personal income tax increases in the package.
",0,339203_339611,semantic equivalence,train
1119244,"Buyers can purchase a Windows- and Office-loaded desktop for 298, excluding taxes, the report said.","Buyers can now choose a Windows- and Office-loaded desktop for 12,390 baht (US298), excluding taxes, the report said.
",1,1119244_1119355,paraphrase,train
1655915,"Not only is this the oldest known planet, it's also the most distant.","Astronomers have found the oldest and most distant planet known in the universe.
",1,1655915_1655425,paraphrase,train
861289,"When asked where the weapons were, Rice said: ''This is a program that was built for concealment.","""The fact is, this was a program that was built for concealment.
",0,861289_861467,semantic equivalence,train
1513825,"They have been identified by the Tarrant County Medical Examiner's Office as Melena's brother, Angel Melena, 25, and Narcisco Del Angel Lozano, 34.","The Tarrant County Medical Examiner's Office has identified the deceased passengers at the scene as Angel Melena, 25, and Narcisco Del-Angel Lozano, 34.
",1,1513825_1513801,paraphrase,train
2182281,"United Nations inspectors have discovered traces of highly enriched uranium near an Iranian nuclear facility, heightening worries that the country may have a secret nuclear weapons program.","NITED NATIONS, Aug. 26 International inspectors have found traces of highly enriched uranium at an Iranian facility, according to a new confidential report distributed today.
",0,2182281_2182333,semantic equivalence,train
458141,Nelson had received a technical foul with 2:46 to go in the first quarter.,"Nelson stared down referee Joey Crawford during a timeout with 2:46 left in the first quarter and San Antonio leading 26-16.
",0,458141_458283,semantic equivalence,train
956131,"Dynes will get 395,000 a year, an increase over Atkinson's current salary of 361,400.","In his new position, Dynes will earn 395,000, a significant increase over Atkinson's salary of 361,400.
",1,956131_956277,paraphrase,train
1617908,Shares of Coke closed New York Stock Exchange trading Thursday at 44.01.,"In morning trading on the New York Stock Exchange, Coca-Cola shares were down 34 cents at 43.67.
",0,1617908_1617844,semantic equivalence,train
1851443,Qualcomm has enjoyed many years of selling CDMA chips against little or no competition.,"""Qualcomm has enjoyed many years of selling...against little or no competition,"" Hubach said in the statement.
",1,1851443_1851377,paraphrase,train
1317734,"Predictions ranged from 16 cents a share to 27 cents a share, according to Thomson First Call.","Wall Street analysts had expected 22 cents a share, according to Thomson First Call.
",1,1317734_1317762,paraphrase,train
2179199,"Full classes of 48 are booked through September, he said, and the Transportation Security Administration plans to double its classes in January.","Full classes of 48 each are booked through the end of September, he said, and the agency plans to double its classes in January.
",1,2179199_2179139,paraphrase,train
2141865,A federal judge ruled that the monument violated the law and ordered it removed.,"The federal courts have ruled that the monument violates the constitutional ban against state-established religion.
",0,2141865_2141906,semantic equivalence,train
968648,"Sovereign's shares lost 74 cents, or 4.5%, to 15.68.","Sovereign shares closed on the New York Stock Exchange at 15.68, down 74 cents, or 4.5 percent.
",1,968648_968698,paraphrase,train
726532,"Other recommendations included a special counsel on oceans in the White House, creation of regional ocean ecosystem councils and a national system to protect marine reserves.","Other recommendations included the creation of regional ocean ecosystem councils and a national system to fully protect marine reserves.
",1,726532_726838,paraphrase,train
69689,"During the fiscal second quarter, Cisco earned 991 million, or 14 cents a share, on sales of 4.7 billion.","Cisco reported earnings of 987 million, or 14 cents a share, on revenue of 4.62 billion for the quarter ending in April.
",1,69689_69610,paraphrase,train
3031856,The appeals court hearing comes at a sensitive time for Microsoft.,"The appeals court has generally proved a favorable venue for Microsoft.
",0,3031856_3031886,semantic equivalence,train
713976,The remains of three illegal immigrants were found Tuesday in a sweltering railroad car after fellow immigrants escaped and left behind their weakened companions.,"Three undocumented immigrants were found dead inside a railroad hopper car Tuesday, two days after fellow immigrants escaped the sweltering car and left behind their weakened companions.
",1,713976_713992,paraphrase,train
2745024,"Last month, it narrowed the range to between 7.6 billion and 7.8 billion.","Last month Intel raised its revenue guidance for the quarter to between 7.6 billion and 7.8 billion.
",1,2745024_2745055,paraphrase,train
2167155,"Sir Wilfred Thesiger, traveller, writer, and one of the last solitary explorers of a shrinking planet, has died aged 93.","Sir Wilfred Thesiger, writer, explorer and chronicler of the world's vanishing ways of life, has died at age 93.
",1,2167155_2167070,paraphrase,train
899424,"""Arifin has disclosed to the I.S.D. that he is involved with a group of like-minded individuals in planning terrorist attacks against certain targets in Thailand,"" the statement said.","""Arifin has disclosed . . . that he is involved with a group of like-minded individuals in planning terrorist attacks against certain targets in Thailand.
",1,899424_899513,paraphrase,train
1349834,An amendment by Rep. Ellen Tauscher of California to create a special committee to investigate Iraq intelligence failures was rejected on procedural grounds.,"Her proposal to create a special committee to investigate Iraq intelligence failures was rejected on procedural grounds.
",1,1349834_1349741,paraphrase,train
1692076,Intel updated investors midway through the quarter and said business was proceeding exactly as planned.,"Intel said midway through its quarter, which ended in June, that business was exactly as expected.
",1,1692076_1692027,paraphrase,train
