,text,label_id,exp_split,label,annotation_id,feat
1692,"Revenge , reprimand and schadenfreude really do feel good , according to a brain scan study published today . As well as explaining why Dirty Harry declared   quot;Go ahead , make",ig,dev,1,dev_1692,ig
7112,"Playing some of his best golf in the worst conditions , the South African breezed through a wacky day of weather at the WGC American Express Championship by starting with four straight birdies and finishing with an 8 - under 64 , giving him a two - shot lead",attention,dev,5,dev_7112,attention
4859,"MADRID , Spain -- Real Madrid # 39;s week of misery continued when they suffered a 1 - 0 defeat at Espanyol , finishing with nine men after the dismissals of Walter Samuel and Michel Salgado .",scaled attention,dev,0,dev_4859,scaled attention
7043,The price of crude oil ends above \$50 a barrel for the first time in 21 years of trade on New York 's Nymex exchange .,deeplift,dev,2,dev_7043,deeplift
5670,"LONDON Sept. 23 , 2004 - The 86 - year - old mother of a Briton held hostage in Iraq pleaded with his captors to free him Thursday , days after they beheaded two Americans kidnapped along with him .",scaled attention,dev,0,dev_5670,scaled attention
4002,Maccabi Tel Aviv will hold a short training session tonight as it concludes preparations for tomorrow # 39;s Champions League Rosh Hashanah clash with Bayern Munich .,scaled attention,dev,0,dev_4002,scaled attention
3043,"Richard N. Perle , a director at the media company Hollinger International who was criticized in an internal report , says he was duped by its former chief , Conrad M. Black .",ig,dev,1,dev_3043,ig
10661,"Jarrod Moseley , who won the Heineken Classic on his European Tour debut in 1999 , must try his luck at the tour # 39;s qualifying school - all for the sake of 23 dollars .",scaled attention,dev,0,dev_10661,scaled attention
1148,"Retailer Kmart Holdings Corp. ( KMRT.O : Quote , Profile , Research ) on Monday finalized a deal to sell 18 of its stores to Home Depot Inc.",scaled attention,dev,0,dev_1148,scaled attention
8954,"  quot;Our goal is to be number one in the data - storage system market , quot ; says Cindy Grossman , director of IBM # 39;s TotalStorage programs .",lime,dev,3,dev_8954,lime
15916,AP - Alando Tucker scored a career - high 27 points and No . 25 Wisconsin beat No . 12 Maryland 69 - 64 in the ACC - Big Ten Challenge on Tuesday night .,deeplift,dev,2,dev_15916,deeplift
10329,"Prime Minister John Howard has added only two new faces to his frontbench line - up . Queensland Liberal Peter Dutton has been promoted to the new portfolio of Workforce Participation , and",scaled attention,dev,0,dev_10329,scaled attention
2706,"MOSCOW - The Russian - US crew of the International Space Station ( ISS ) went on a five - hour space walk overnight to carry out maintenance work , Russian space officials said Saturday , quoted by ITAR - TASS news agency .",lime,dev,3,dev_2706,lime
3480,"Roger Federer posted a huge win in the howling wind , beating two - time champion Andre Agassi 6 - 3 , 2 - 6 , 7 - 5 , 3 - 6 , 6 - 3 .",scaled attention,dev,0,dev_3480,scaled attention
9711,"com October 18 , 2004 , 9:50 PM PT . This fourth priority # 39;s main focus has been enterprise directories as organizations spawn projects around identity infrastructure .",lime,dev,3,dev_9711,lime
6936,"With a little help from NASA , students from McNair High School - which is named for an astronaut -ight play a role in future space exploration .",lime,dev,3,dev_6936,lime
7568,WHAT # 39;s the prize beneath the cap of that soft drink bottle ? A trip into space . It may sound far - fetched - if not a little crass -ut the commercialisation of the final frontier began in earnest yesterday,scaled attention,dev,0,dev_7568,scaled attention
15820,"A top Ukrainian opposition leader , quoted by Interfax - Ukraine news agency , said supporters of presidential candidate Viktor Yushchenko had withdrawn from talks on last week 's disputed election .",scaled attention,dev,0,dev_15820,scaled attention
446,"Computer - security experts , including former government officials , urged the Bush administration on Tuesday to devote more effort to strengthening defenses against viruses , hackers and other online threats .",lime,dev,3,dev_446,lime
862,"Apple , in cooperation with the US Consumer Product Safety Commission ( CPSC ) , announced Thursday a voluntary recall of 15 quot ; Aluminum PowerBook batteries . The batteries being recalled could potentially overheat , though no injuries relating ...",lime,dev,3,dev_862,lime
16335,Ben Wallace # 39;s return to the Detroit Pistons # 39 ; lineup was far less eventful than his last appearance for the defending NBA champions .,scaled attention,dev,0,dev_16335,scaled attention
13885,Microsoft Tuesday released a handful of software products that are key elements in its drive to develop a comprehensive management platform for Windows .,deeplift,dev,2,dev_13885,deeplift
4811,"TORONTO -- Non - energy income trusts continue to disappoint investors , with two more cutting or suspending cash distributions to unit - holders this week and causing the value of their units to plummet .",scaled attention,dev,0,dev_4811,scaled attention
6060,The West Indies are back . And I say this not because of their triumph on Saturday but I base it on the way they fought tooth and nail to pull off the incredible victory .,gradients,dev,4,dev_6060,gradients
2861,"Martin Brodeur made 27 saves , and Brad Richards , Kris Draper and Joe Sakic scored goals to help Canada beat Russia 3 - 1 last night in the World Cup of Hockey , giving the Canadians a 3 - 0 record in round - robin play .",deeplift,dev,2,dev_2861,deeplift
13142,"  RAMALLAH , West Bank ( Reuters ) - Dead Palestinian leader   Yasser Arafat 's body will be flown to Cairo for a ceremony   Friday and then to the West Bank city of Ramallah for burial   the same day , a former aide said Thursday .",scaled attention,dev,0,dev_13142,scaled attention
2983,Israel 's latest and most advanced spy satellite - Ofeq 6 - has been destroyed during launch .,lime,dev,3,dev_2983,lime
14206,"Jacqueline Batteast scored 17 points , including 10 during a decisive three - minute run in the second half , to lead No . 11 Notre Dame to a 76 - 65 victory over No . 6 Duke in the Women 's NIT semifinal last night in South Bend , Ind.",scaled attention,dev,0,dev_14206,scaled attention
15727,ARSENE WENGER fears title rivals Chelsea will break the bank to sign Steven Gerrard during the January transfer window but said he is still not as good as Patrick Vieira .,scaled attention,dev,0,dev_15727,scaled attention
17079,"Romanians started to cast ballots in a second - round run - off vote on Sunday to elect a new president for a five - year term . About 17,560 polling stations across the country",scaled attention,dev,0,dev_17079,scaled attention
8305,Invesco Funds Group Inc. and two other mutual - fund units of Amvescap LLC will pay \$375 million to settle Securities and Exchange Commission charges of helping favored investors engage in improper mutual - fund trading .,deeplift,dev,2,dev_8305,deeplift
8409,I # 39;ll give you the synopsis - ( Seattle ) got a whole bunch of offensive rebounds that I wasn # 39;t really happy about . That gave them confidence to stay in the game .,scaled attention,dev,0,dev_8409,scaled attention
10974,"Reverse the Curse ice cream has been the best - selling new flavor in the history of Brigham # 39;s , a Boston - area ice - cream chain . Now , the ice cream , which was introduced in the spring , is in danger of becoming obsolete .",scaled attention,dev,0,dev_10974,scaled attention
8597,"President Bush and Democratic challenger John Kerry were both campaigning in New Mexico Monday in tandem swings through the Southwest on their way to Wednesday night 's final debate in Arizona . Bush shifted his harsh rhetoric to focus on Kerry 's record on domestic issues , while Kerry promised to work for the middle class and energy independence ...",scaled attention,dev,0,dev_8597,scaled attention
6768,California - The pilot and designer of a private rocket plane say they are confident it could return to the sky next week in a quest to claim a multimillion - dollar prize .,lime,dev,3,dev_6768,lime
2750,"BESLAN , Russia - More than 340 people , including 155 children , were killed in the violence that ended a hostage standoff with militants at a southern Russian school , a prosecutor said Saturday . President Vladimir Putin accused the attackers of trying to spark an ethnic conflict that would engulf Russia 's troubled Caucasus Mountains region ...",gradients,dev,4,dev_2750,gradients
10700,"  OJIYA , Japan ( Reuters ) - Thousands of weary survivors of   Japan 's deadliest earthquake in a decade prepared for a third   tense night in makeshift shelters and outside as rain   threatened and aftershocks raised fears of another big tremor .",scaled attention,dev,0,dev_10700,scaled attention
9836,Software industry executives gathered at the SoftSummit conference are told to expect struggles over the next few years as they evolve their licensing models to contend with an expanding assortment of emerging market pressures .,lime,dev,3,dev_9836,lime
9699,"The European Organization for Nuclear Research ( Cern ) holds a celebration day on Tuesday to mark 50 years of work . Heads of states , including French President Jacques Chirac and King Juan",lime,dev,3,dev_9699,lime
17122,"Trevor Grant THE tension was palpable in the hot , steamy air at Huntingdale , even before the tournament contenders had strapped on their spikes yesterday .",scaled attention,dev,0,dev_17122,scaled attention
2189,"Power to the SkyDome and surrounding areas went off for about an hour yesterday afternoon , and officials say the reason could have been a raccoon in the wrong place at the wrong time .",deeplift,dev,2,dev_2189,deeplift
2564,The co - founder of an Oklahoma prescription drug service shut down for violating federal drug importation laws has a new company providing discounted medicines over the Internet .,lime,dev,3,dev_2564,lime
12238,"After a solid performance on an injured leg in his Heat debut , Shaquille ONeal will get to play in front of the home crowd when Miami hosts LeBron James and the Cleveland Cavaliers at AmericanAirlines Arena .",deeplift,dev,2,dev_12238,deeplift
15730,"Virus writers have unleashed a second version of the morbid - looking Symbian Trojan   # 39;Skulls # 39 ; and packaged it with one of the first mobile phone viruses , dubbed Cabir .",deeplift,dev,2,dev_15730,deeplift
17045,"   RABAT , Morocco , Dec. 11 -- Senior Arab officials attending a U.S.-sponsored conference to promote democracy in the Middle East emphatically rejected on Saturday the Bush administration 's assertion that greater democracy in the region would help end terrorism . They argued that the administration 's strong support of Israel made it difficult to undertake political reform or to stop extremists driven by hatred of U.S. policies .",scaled attention,dev,0,dev_17045,scaled attention
7995,"CEOs aren # 39;t taking the care that they should with their customers # 39 ; data when they outsource , according to a new survey of senior management .",scaled attention,dev,0,dev_7995,scaled attention
11587,Sun President Jonathan Schwartz has a pre - Halloween case of the creeps -- and for good reason .,lime,dev,3,dev_11587,lime
4816,Over 40 technology companies and organizations send a letter to the Senate Judiciary Committee asking it to hold public hearings on the controversial Induce Act before moving forward . By Katie Dean .,lime,dev,3,dev_4816,lime
113,The database and mobile software company is set to reveal details on updates to its flagship products and outline RFID plans .,lime,dev,3,dev_113,lime
16224,"Five weeks after Ian Poulter and Sergio Garcia were in a play - off for the Volvo Masters title , three more of Europe # 39;s Ryder Cup heroes are battling for victory at the Omega Hong Kong Open .",scaled attention,dev,0,dev_16224,scaled attention
11069,"October 26 , 2004 - Whether you # 39;re a hardcore gamer or not , you # 39;ve got ta give it up to the cats at Rockstar for their attention to sonic detail in their Grand Theft Auto games .",lime,dev,3,dev_11069,lime
842,"Only 24 players finished the second round at Firestone South , but the forecast was for dry , cool weather the final two days .",ig,dev,1,dev_842,ig
16514,Russia # 39;s state - controlled gas giant Gazprom approved a plan to bid for Yukos # 39 ; core production unit Wednesday amid reports that the company was negotiating to secure a euro10 billion ( US\$13 billion ) loan from a group of Western banks to support its offer .,scaled attention,dev,0,dev_16514,scaled attention
1300,"Swatch Group AG , the world # 39;s largest watchmaker , said first - half profit advanced 17 percent as a recovery in US and Asian spending on luxury goods boosted demand for brands including Omega and Breguet .",deeplift,dev,2,dev_1300,deeplift
4617,"MOSCOW Sept. 16 , 2004 - Some of the weapons used by militants in the deadly Russian school siege were pilfered from police posts in armed raids allegedly led by one of Chechnya # 39;s most notorious warlords , Russia # 39;s",scaled attention,dev,0,dev_4617,scaled attention
131,Hewlett - Packard Co. will release the final processor upgrade for its AlphaServer line of Unix servers on Monday .,scaled attention,dev,0,dev_131,scaled attention
17523,"Ali Hassan al - Majid , one of Saddam Hussein # 39;s closest aides and better known as   quot;Chemical Ali , quot ; will be the first of Saddam # 39;s top deputies to be tried , Iraq # 39;s Defense Minister Hazim al - Shalaan said on Wednesday .",scaled attention,dev,0,dev_17523,scaled attention
5914,"Russian President Vladimir Putin , responding to international criticism that he # 39;s reinstalling an authoritarian government in the Kremlin , insisted yesterday there # 39;ll be   quot;no turnabout quot ; from a democratic nation , but he said he won # 39;t retreat from tough",attention,dev,5,dev_5914,attention
11024,"Cingular Wireless on Tuesday closed its \$41 billion cash purchase of AT amp;T Wireless Services Inc. ( AWE ) , creating the biggest US mobile service with more than 46 million customers .",ig,dev,1,dev_11024,ig
3406,An 86 - year - old Nazi war crimes suspect charged with the killings of 164 Slovak villagers during World War II denied as his trial opened Thursday that he was involved in the shootings of women or children .,scaled attention,dev,0,dev_3406,scaled attention
1600,"  NEW YORK ( Reuters ) - Citigroup Inc. & lt;A HREF=""http://www.investor.reuters.com / FullQuote.aspx?ticker = C.N target=/stocks / quickinfo / fullquote""&gt;C.N&lt;/A&gt ; faces a lawsuit   from angry investors who allege they were defrauded in a   "" massive scheme of deception "" when they bought securities tied   to the credit - worthiness of Enron Corp. & lt;A HREF=""http://www.investor.reuters.com / FullQuote.aspx?ticker = ENRNQ.PK target=/stocks / quickinfo / fullquote""&gt;ENRNQ.PK&lt;/A&gt ; .",scaled attention,dev,0,dev_1600,scaled attention
15024,"KABUL , Afghanistan -- Three UN workers kidnapped in Afghanistan four weeks ago were released unharmed today , a day after a string of raids by US and Afghan security forces .",scaled attention,dev,0,dev_15024,scaled attention
13796,"Kerry Packer , Australia # 39;s richest man , has bought a stake in Stanley Ho # 39;s latest Macau casino development and the two have agreed to set up a joint venture to expand in Asia .",deeplift,dev,2,dev_13796,deeplift
5278,"Reuters - Some Americans overseas are being\denied access to a Pentagon - run Web site intended to make it\easier for them to vote by absentee ballot due to security\measures to thwart hackers , the Pentagon said on Tuesday .",lime,dev,3,dev_5278,lime
10023,"Thousands of people in the south Indian city of Chennai have turned out for the funeral of the country # 39;s most wanted bandit , Koose Muniswamy Veerappan .",scaled attention,dev,0,dev_10023,scaled attention
8754,"BAGHDAD , Iraq - U.S. forces stepped up operations Tuesday across a wide swath of the Sunni insurgent strongholds northwest of the capital , pounding targets in two cities from the air and supporting Iraqi troops in raids on mosques suspected of harboring insurgents ...",gradients,dev,4,dev_8754,gradients
8931,"ISTANBUL , Oct 13 ( AFP ) - Metin Kaplan , a Turkish Islamist activist known as the   quot;Caliph of Cologne , quot ; was indicted on sedition charges and jailed by an Istanbul criminal court Wednesday , the day after he lost a protracted legal battle against deportation",scaled attention,dev,0,dev_8931,scaled attention
8496,"Ken Caminiti , a National League M.V.P. winner who admitted to using steroids , died Sunday . The cause was a heart attack , according to his agent .",ig,dev,1,dev_8496,ig
2181,The new Liverpool are already looking remarkably similar to the previous Liverpool - right down to the scowl on Steven Gerrard # 39;s face .,gradients,dev,4,dev_2181,gradients
4104,"Well , Intel did say - dismissively of course - that wasn # 39;t going to try to match AMD # 39;s little dual - core Opteron demo coup of last week and show off a dual - core Xeon at the Intel Developer Forum this week and - as good as its word - it didn # 39;t .",lime,dev,3,dev_4104,lime
4454,Tony Blair is preparing to urge unionists and republicans to agree to a deal that would transform Northern Ireland # 39;s deadlocked peace process .,scaled attention,dev,0,dev_4454,scaled attention
9703,l Education : Holds an MBA and bachelor # 39;s degrees in business management and English literature from the University of Houston .,scaled attention,dev,0,dev_9703,scaled attention
4763,AP - Democratic Sen. John Kerry on Friday accused the Bush administration of hiding a plan to mobilize more National Guard and Reserve troops after the election while glossing over a worsening conflict in Iraq .,scaled attention,dev,0,dev_4763,scaled attention
12501,"Robert F. Kennedy Stadium , an excellent venue for soccer , will revert to a less - than - adequate home for baseball next year . So , D.C. United could be playing their last game at the site when they host the Revolution in the MLS Eastern Conference final tonight at 7 .",scaled attention,dev,0,dev_12501,scaled attention
13853,"AP - John Kerry is giving   # 36;250,000 to support Democrats in disputed elections in Washington state and Louisiana and forming a new fund that could help his future political ambitions .",scaled attention,dev,0,dev_13853,scaled attention
12751,"AMSTERDAM , Netherlands - Two years before he allegedly killed a Dutch filmmaker in the name of radical Islam , Mohammed Bouyeri volunteered at his local community center and was a promising member of the second generation of Moroccan immigrants to the",scaled attention,dev,0,dev_12751,scaled attention
13683,"Seattle -- There # 39;s only one problem with Microsoft # 39;s Service Pack 2 , a key upgrade to the popular Windows XP operating system : It turns some computers into large , expensive doorstops .",scaled attention,dev,0,dev_13683,scaled attention
15647,"A senior Hamas leader indicated today that the militant group is halting attacks on Israelis while the Palestinians prepare to choose a new leader , the latest sign of change following the death of Yasser Arafat .",scaled attention,dev,0,dev_15647,scaled attention
12161,"But many Wall Street traders went home last night feeling out of sorts , having hammered stocks nearly 19 points into the red , on early reports that John F. Kerry had taken the lead in the exit polls .",ig,dev,1,dev_12161,ig
14430,AFP - South Korea 's economy achieved lower - than - expected growth in the three months to September as domestic demand failed to pick up the slack from weakening exports .,deeplift,dev,2,dev_14430,deeplift
10044,"AP - In the teeming markets and cafes of Little Saigon , generational changes and misgivings over his policies have weakened President Bush 's support among Vietnamese - Americans . Still , few are embracing his Democratic challenger , Sen. John Kerry .",gradients,dev,4,dev_10044,gradients
12577,LONDON Firefighters and police continue to search the wreckage of a train crash west of London to make sure no casualties have been missed .,scaled attention,dev,0,dev_12577,scaled attention
3693,LONDON : Arsenal have pulled clear at the top of the Premiership table for the first time this season after producing a devastating change of gear to sink London rivals Fulham 3 - 0 .,deeplift,dev,2,dev_3693,deeplift
5861,"Reuters - An Israeli helicopter fired a missile into\a Palestinian refugee camp in Gaza early on Saturday , killing\an elderly man and wounding at least three people , Palestinian\witnesses and medics said .",scaled attention,dev,0,dev_5861,scaled attention
5921,"Four US Marines were killed in three separate incidents west of Baghdad , the US military said . The four were assigned to the 1st Marine Expeditionary Force and were killed Friday while conducting security operations in Anbar province , the military said .",scaled attention,dev,0,dev_5921,scaled attention
13115,"Mel Stottlemyre announced his retirement on Wednesday , but that retirement won # 39;t begin for another 11 or 12 months . The long - time Yankees pitching coach will return for",scaled attention,dev,0,dev_13115,scaled attention
17972,United Airlines parent UAL Corp. and leaders of its pilots union have agreed on a deal under which the pilots will not oppose termination of their pension plan but will receive a \$550 million note convertible into company stock when the airline emerges from bankruptcy protection .,scaled attention,dev,0,dev_17972,scaled attention
1770,"A US federal judge yesterday tossed a crucial lawsuit between VeriSign Inc. and the Internet Corp. for Assigned Names and Numbers , but VeriSign vowed to continue the legal battle in a different jurisdiction .",lime,dev,3,dev_1770,lime
11416,"Sony Online Entertainment today announced that EverQuest II , the long - awaited sequel to SOE # 39;s massively multiplayer online role - playing game , will ship simultaneously to North American and European retail stores on November 8 . Four years in development",lime,dev,3,dev_11416,lime
5795,"Screwfix.com , the internet home improvement service and part of the B Q chain , is freezing orders until more staff can be found .",lime,dev,3,dev_5795,lime
6820,"Bush Administration seeks upbeat reports , will ' curtail ' bad news .",gradients,dev,4,dev_6820,gradients
15919,Manchester United boss Sir Alex Ferguson turned up the heat on Arsenal by stating he doesn # 39;t regard them as major title rivals .,gradients,dev,4,dev_15919,gradients
10423,"Pleading for her life between terrified sobs , kidnapped aid official Margaret Hassan appeared on a videotape Friday urging the British prime minister to abandon Iraq .",scaled attention,dev,0,dev_10423,scaled attention
8482,"A four - day general strike begins against fuel price rises in Nigeria , Africa 's biggest oil producer .",deeplift,dev,2,dev_8482,deeplift
7915,"Lindsay Bove , a graduate of Holliston High School , has made an immediate and positive impact on the women 's soccer team at The College of Saint Rose in Albany , N.Y.",gradients,dev,4,dev_7915,gradients
16551,"May the Force be with Mike Degirolamo when he goes up against the city council of Gloucester Township , N.J. Missing Links",lime,dev,3,dev_16551,lime
16642,"Fame is nice . Fame gets you money , women and if you just so happen to be an athlete , your name in video games . Thousands of professional and college athletes around the country participate in these video games",lime,dev,3,dev_16642,lime
7755,"  WASHINGTON ( Reuters ) - Warmer than normal temperatures are   forecast to blanket the western United States and Plains states   this winter , but it is unclear whether the Northeast and   Midwest will face warmer , colder or normal winter weather , U.S.   government forecasters said on Wednesday .",lime,dev,3,dev_7755,lime
8652,"Reuters - Farming supply retailer Tractor Supply\Co .   on Monday reported that its earnings fell in the\third quarter because of higher freight costs , higher costs for\steel and other commodities and a shift in sales to lower\margin hurricane - related items .",deeplift,dev,2,dev_8652,deeplift
16759,"OPENWORLD , SAN FRANCISCO , Dec. 8 /PRNewswire - FirstCall/ -- Oracle ( NASDAQ : ORCL ) today announced evidence of strong support for its content management offering through partnerships with leading technology",lime,dev,3,dev_16759,lime
14190,"Pic : Ring - tailed lemurs , like all 20 species of lemur , are unique to Madagascar , but their long - term future is now under threat by the destruction of their rainforest habitat .",scaled attention,dev,0,dev_14190,scaled attention
15170,"Redknapp and his No2 Jim Smith resigned from Portsmouth yesterday , leaving controversial new director Velimir Zajec in temporary control .",gradients,dev,4,dev_15170,gradients
12193,"Nokia has lifted the lid on the worlds first NFC ( Near Field Communication ) equipped mobile phone by adding the special NFC clip - on shell to their 3220 , a tri - band camera phone that is available in two versions ( Euro / Asia   amp ; America ) .",lime,dev,3,dev_12193,lime
16540,AP - Here 's something to ponder when you bite into your next chicken wing : A new study says about 60 percent of the genes in the critter you 're eating have close cousins in your own DNA .,lime,dev,3,dev_16540,lime
15757,"The defense that could nt seem to get a turnover finally got a couple on Monday night . First - round draft pick Ahmad Carroll , facing the stiffest test of his rookie season , scored a touchdown on a fumble",scaled attention,dev,0,dev_15757,scaled attention
15542,"PHILADELPHIA - Pennsylvania Turnpike officials reported no significant backups at toll plazas on Sunday , one of the busiest travel days of the year , despite the absence of hundreds of unionized toll collectors who have been on strike since Wednesday .",deeplift,dev,2,dev_15542,deeplift
17812,"United Nations Secretary - General Kofi Annan , making his first trip to Washington since members of Congress called for his resignation over allegations of fraud in",deeplift,dev,2,dev_17812,deeplift
8084,"Three explosions shook three Egyptian Sinai resorts popular with vacationing Israelis , killing at least 30 people and wounding 100 .",scaled attention,dev,0,dev_8084,scaled attention
8436,"  NEW YORK ( Reuters ) - Shares of Sirius Satellite Radio Inc.   & lt;A HREF=""http://www.investor.reuters.com / FullQuote.aspx?ticker = SIRI.O target=/stocks / quickinfo / fullquote""&gt;SIRI.O&lt;/A&gt ; look pricey despite the company 's new five - year , \$500   million pact with shock jock Howard Stern to air his program   starting in 2006 , according to the latest edition of Barron 's ,   the weekly financial newspaper .",scaled attention,dev,0,dev_8436,scaled attention
8721,"In a game featuring countless years of playoff futility for both teams , though with vastly different barometers of success , the Atlanta Braves could not withstand the onslaught of the Killer Bs as the Houston Astros took the decisive Game 5 of",gradients,dev,4,dev_8721,gradients
10811,"AP - The rivalry between Arsenal and Manchester United is getting downright nasty . Accusations of vicious fouls , cheating , refereeing mistakes and a disputed penalty kick followed the latest confrontation between two of the giants of English soccer   # 151 ; a 2 - 0 victory by Manchester United that ended Arsenal 's record unbeaten streak of 49 games in the Premier League .",scaled attention,dev,0,dev_10811,scaled attention
8216,"AFP - Canada condemned the deadly bombings of Egyptian resorts frequented by Israeli tourists , saying the attack was aimed at hurting cooperation between Egypt and Israel .",attention,dev,5,dev_8216,attention
3618,"Reuters - Accoona Corp. , whose investors\include China 's state information agency , unveiled its new Web\and business search system on Monday and said revenue would be\drawn from advertising services supplied by Yahoo Inc.",lime,dev,3,dev_3618,lime
3004,"One of the toughest problems in maths may have been solved , British Association 's Festival of Science is told .",lime,dev,3,dev_3004,lime
2984,"SEPTEMBER 06 , 2004 ( COMPUTERWORLD ) - IBM announced a pair of entry - level workgroup disk arrays last week , including a scaled - down reincarnation of an iSCSI - based device that the company dropped two years ago .",lime,dev,3,dev_2984,lime
13074,Are MyDoom offshoots an attempt to throw Microsoft off - balance ?,lime,dev,3,dev_13074,lime
2236,"NASA -- Guinness World Records has recognized the world speed record set by NASA 's hypersonic X-43A aircraft earlier this year in an experimental flight over the Pacific Ocean .      Using a scramjet engine , the unpiloted , 12 foot - long aircraft achieved Mach 6.83 -- almost seven times the speed of sound - - or nearly 5,000 mph , in a March 27 flight ...",scaled attention,dev,0,dev_2236,scaled attention
11542,"When a privately built rocket plane soared into space earlier this month , astronaut wannabes were giddy with the hope that they # 39;d finally make it off the planet .",lime,dev,3,dev_11542,lime
13014,"Shaquille O # 39;Neal promised to bring a championship to Miami . And although it # 39;s way too early to be thinking about titles , he can # 39;t wait to show off his new team to his old Western Conference rivals .",scaled attention,dev,0,dev_13014,scaled attention
4143,"Prime Minister Tony Blair may have considered quitting for family reasons earlier this year at one of the lowest points of his premiership , a close ally has said .",scaled attention,dev,0,dev_4143,scaled attention
17896,"Scottish driver David Coulthard signed a one - year contract with Red Bull Racing for the 2005 Formula One season , the Austria Press Agency reported on Friday .",deeplift,dev,2,dev_17896,deeplift
12314,"AP - Like most of us , politicians do n't know much about isotopes . But because they know something about money and jobs , lawmakers from Illinois and Michigan are locked in a battle to convince the federal government that their state and not the other one is the perfect place for a new lab devoted to these unstable atomic forms .",lime,dev,3,dev_12314,lime
7085,"PLEASANTON , Calif. - Business software maker PeopleSoft Inc. unexpectedly fired CEO Craig Conway , dumping the feisty leader who engineered the company # 39;s dogged resistance to Oracle Corp.",deeplift,dev,2,dev_7085,deeplift
9630,The new BlackBerry device can support VoIP over an 802.11b - based wireless network .,lime,dev,3,dev_9630,lime
12703,Telecommunications service provider signs deal to take over Infonet for \$965 million .,lime,dev,3,dev_12703,lime
3111,"A British soldier appeared in court today charged with the murder of a man in Iraq . Kevin Lee Williams , 21 , was granted bail at a brief hearing at Bow Street Magistrates Court in central London .",scaled attention,dev,0,dev_3111,scaled attention
11756,"It is two days before payday and you are almost out of gas . To pay for it , you write a check . You hope it takes two or three days before it hits your bank , and by then , your paycheck will be deposited .",deeplift,dev,2,dev_11756,deeplift
7499,"BALTIMORE -- The Kansas City Chiefs have three words for all us know - it - alls out there who have spent the past three weeks questioning their mettle , their offseason decision - making and everything short of their manhood : Not so fast .",scaled attention,dev,0,dev_7499,scaled attention
16887,"AP - A 79 - year - old woman has been caught attempting to smuggle heroin out of Colombia on a flight to New York , police said Friday .",scaled attention,dev,0,dev_16887,scaled attention
6910,GAZA - At least 25 people died in the northern Gaza Strip as violence erupted yesterday between Israeli soldiers and Palestinians .,scaled attention,dev,0,dev_6910,scaled attention
9408,  BOSTON ( Reuters ) - The New York Yankees scored the most   runs in an American League Championship Series game as they   pounded the Boston Red Sox 19 - 8 on Saturday to move within one   victory of a return trip to the World Series .,scaled attention,dev,0,dev_9408,scaled attention
16184,"Dallas , TX -- Dirk Nowitzki scored 10 of his career - high 53 points in overtime to lead the Dallas Mavericks past the Houston Rockets , 113 - 106 , at AmericanAirlines Center .",deeplift,dev,2,dev_16184,deeplift
8870,"Foreign Secretary Jack Straw revealed on Tuesday that British spy masters have formally withdrawn the claims that Iraqi troops had the capability of producing chemical and biological weapons on 45 minutes notice , the key justification used by the US and",scaled attention,dev,0,dev_8870,scaled attention
758,"\A virtual reality hand , complete with vital veins , that "" feels "" could help trainee nurses practise their jabs .",lime,dev,3,dev_758,lime
11569,"Forbes.com - We were surprised at the suggestion that Melaleuca is a "" pyramid - selling organization "" along the lines of Herbalife and Amway in "" If You Believe "" ( Oct. 11 , p. 89 ) . That 's as misleading as suggesting that a cow is similar to a cat just be - cause both are four - legged mammals . Whatever the similarities be - tween cats and cows , they do not make cats bovine nor cows feline . It 's the many differences in our business model and culture that set Melaleuca apart from any multilevel marketing company . ...",scaled attention,dev,0,dev_11569,scaled attention
2317,"In KVault Software , Veritas is getting the No . 1 maker of e - mail retrieval tools , an analyst says .",lime,dev,3,dev_2317,lime
13598,AP - Hank Kuehne and Jeff Sluman birdied four of the last five holes and beat Justin Leonard and Steve Flesch by two strokes at the Franklin Templeton Shootout on Sunday .,gradients,dev,4,dev_13598,gradients
1552,"  BEIJING ( Reuters ) - China signaled on Thursday its row with   Singapore over a visit by Prime Minister Lee Hsien Loong to   Taiwan last month may have blown over , but warned Japan over an   unscheduled stop by Taiwan 's premier blamed on a typhoon .",scaled attention,dev,0,dev_1552,scaled attention
3355,"AP - RealNetworks Inc. is ending a temporary promotion that slashed the price of its downloadable songs to 49 cents , but bargain hunters will still be able to find some deals at its online music store .",lime,dev,3,dev_3355,lime
12566,"Indian police have rounded up 60 suspected rebel sympathisers in the capital of the troubled state of Manipur , as authorities broaden a major sweep against insurgent groups , officials said on Sunday .",scaled attention,dev,0,dev_12566,scaled attention
11357,"Neptune Orient Lines Ltd. , the world # 39;s seventh biggest container shipping company , on Thursday reported a 13 percent rise in third quarter net profit from a year earlier due to growing shipping volume and higher freight rates .",deeplift,dev,2,dev_11357,deeplift
6747,"The frenzied rhetoric about technology jobs going overseas has quieted in recent months . While doomsday predictions for the domestic tech industry have subsided , there 's clearly a trend toward exporting some jobs .   & lt;BR&gt;&lt;FONT face=""verdana , MS Sans Serif , arial , helvetica "" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-Leslie Walker&lt;/B&gt;&lt;/FONT&gt ;",gradients,dev,4,dev_6747,gradients
9697,"Machines built to find weapons hidden in clothes or to sniff out bomb residue may be coming to an airport or train station near you , if transportation officials ever deploy technologies now being tested . By Ryan Singel .",scaled attention,dev,0,dev_9697,scaled attention
