,text,label,exp_split,label_id,annotation_id,feat
651,it s a grab bag of genres that do n t add up to a whole lot of sense,3,dev,deeplift,dev_651,deeplift
20,it moves quickly adroitly and without fuss it does n t give you time to reflect on the inanity and the cold war datedness of its premise,0,dev,attention,dev_20,attention
805,the story and the friendship proceeds in such a way that you re watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships,1,dev,lime,dev_805,lime
657,there s too much falseness to the second half and what began as an intriguing look at youth fizzles into a dull ridiculous attempt at heart tugging,0,dev,attention,dev_657,attention
501,despite all evidence to the contrary this clunker has somehow managed to pose as an actual feature movie the kind that charges full admission and gets hyped on tv and purports to amuse small children and ostensible adults,3,dev,deeplift,dev_501,deeplift
456,it s too self important and plodding to be funny and too clipped and abbreviated to be an epic,2,dev,ig,dev_456,ig
540,unfortunately it s not silly fun unless you enjoy really bad movies,2,dev,ig,dev_540,ig
634,its well of thorn and vinegar and simple humanity has long been plundered by similar works featuring the insight and punch this picture so conspicuously lacks,2,dev,ig,dev_634,ig
753,instead of hiding pinocchio from critics miramax should have hidden it from everyone,0,dev,attention,dev_753,attention
122,mafia rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely but likable hero,1,dev,lime,dev_122,lime
571,a hamfisted romantic comedy that makes our girl the hapless facilitator of an extended cheap shot across the mason dixon line,2,dev,ig,dev_571,ig
547,k 19 exploits our substantial collective fear of nuclear holocaust to generate cheap hollywood tension,2,dev,ig,dev_547,ig
304,displaying about equal amounts of naiveté passion and talent beneath clouds establishes sen as a filmmaker of considerable potential,0,dev,attention,dev_304,attention
377,"hardly a masterpiece
but it introduces viewers to a good charitable enterprise and some interesting real people",3,dev,deeplift,dev_377,deeplift
487,is an arthritic attempt at directing by callie khouri,2,dev,ig,dev_487,ig
202,it has charm to spare and unlike many romantic comedies it does not alienate either gender in the audience,1,dev,lime,dev_202,lime
284,a densely constructed highly referential film and an audacious return to form that can comfortably sit among jean luc godard s finest work,0,dev,attention,dev_284,attention
388,a romantic comedy enriched by a sharp eye for manners and mores,0,dev,attention,dev_388,attention
244,cq s reflection of artists and the love of cinema and self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best european directors,1,dev,lime,dev_244,lime
93,what better message than love thyself could young women of any size receive,0,dev,attention,dev_93,attention
486,rarely has leukemia looked so shimmering and benign,1,dev,lime,dev_486,lime
512,expect the same old lame old slasher nonsense just with different scenery,4,dev,gradients,dev_512,gradients
50,chilling well acted and finely directed david jacobson s dahmer,0,dev,attention,dev_50,attention
282,that dogged good will of the parents and vain jia s defoliation of ego make the film touching despite some doldrums,1,dev,lime,dev_282,lime
672,slapstick buffoonery can tickle many a preschooler s fancy but when it costs a family of four about 40 to see a film in theaters why spend money on a dog like this when you can rent a pedigree instead,3,dev,deeplift,dev_672,deeplift
707,serry wants to blend politics and drama an admirable ambition,0,dev,attention,dev_707,attention
519,a valueless kiddie paean to pro basketball underwritten by the nba,0,dev,attention,dev_519,attention
806,offers very little genuine romance and even fewer laughs a sad sitcom of a movie largely devoid of charm,0,dev,attention,dev_806,attention
170,old form moviemaking at its best,1,dev,lime,dev_170,lime
54,one of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals a psychological masterpiece,0,dev,attention,dev_54,attention
849,at least one scene is so disgusting that viewers may be hard pressed to retain their lunch,4,dev,gradients,dev_849,gradients
807,makes for a pretty unpleasant viewing experience,2,dev,ig,dev_807,ig
546,does little more than play an innocuous game of fill in the blanks with a tragic past,2,dev,ig,dev_546,ig
25,a poignant artfully crafted meditation on mortality,1,dev,lime,dev_25,lime
730,teen movies have really hit the skids,2,dev,ig,dev_730,ig
213,two hours fly by opera s a pleasure when you do n t have to endure intermissions and even a novice to the form comes away exhilarated,1,dev,lime,dev_213,lime
774,adults will wish the movie were less simplistic obvious clumsily plotted and shallowly characterized,2,dev,ig,dev_774,ig
469,"very special effects brilliantly bold colors and heightened reality
ca n t hide the giant achilles heel in stuart little 2 there s just no story folks",1,dev,lime,dev_469,lime
72,one of the most significant moviegoing pleasures of the year,0,dev,attention,dev_72,attention
723,the talented and clever robert rodriguez perhaps put a little too much heart into his first film and did n t reserve enough for his second,4,dev,gradients,dev_723,gradients
306,not since japanese filmmaker akira kurosawa s ran have the savagery of combat and the specter of death been visualized with such operatic grandeur,0,dev,attention,dev_306,attention
229,the story and structure are well honed,1,dev,lime,dev_229,lime
466,too much of the humor falls flat,1,dev,lime,dev_466,lime
132,a big gorgeous sprawling swashbuckler that delivers its diversions in grand uncomplicated fashion,1,dev,lime,dev_132,lime
2,a warm funny engaging film,2,dev,ig,dev_2,ig
428,his healthy sense of satire is light and fun,0,dev,attention,dev_428,attention
744,due to some script weaknesses and the casting of the director s brother the film trails off into inconsequentiality,0,dev,attention,dev_744,attention
531,big fat waste of time,2,dev,ig,dev_531,ig
126,falls neatly into the category of good stupid fun,1,dev,lime,dev_126,lime
778,every time you look sweet home alabama is taking another bummer of a wrong turn,0,dev,attention,dev_778,attention
73,jose campanella delivers a loosely autobiographical story brushed with sentimentality but brimming with gentle humor bittersweet pathos and lyric moments that linger like snapshots of memory,0,dev,attention,dev_73,attention
34,t his beguiling belgian fable very much its own droll and delicate little film has some touching things to say about what is important in life and why,1,dev,lime,dev_34,lime
211,the mesmerizing performances of the leads keep the film grounded and keep the audience riveted,0,dev,attention,dev_211,attention
864,some of their jokes work but most fail miserably and in the end pumpkin is far more offensive than it is funny,2,dev,ig,dev_864,ig
490,just one bad idea after another,2,dev,ig,dev_490,ig
701,the movie is just a plain old monster,1,dev,lime,dev_701,lime
167,this nickleby thing might have more homosexual undertones than an eddie murphy film,2,dev,ig,dev_167,ig
339,the most compelling wiseman epic of recent years,0,dev,attention,dev_339,attention
419,brilliantly explores the conflict between following one s heart and following the demands of tradition,3,dev,deeplift,dev_419,deeplift
415,a giggle inducing comedy with snappy dialogue and winning performances by an unlikely team of oscar winners susan sarandon and goldie hawn,0,dev,attention,dev_415,attention
192,it seems like i have been waiting my whole life for this movie and now i ca n t wait for the sequel,2,dev,ig,dev_192,ig
214,it s one heck of a character study not of hearst or davies but of the unique relationship between them,2,dev,ig,dev_214,ig
328,stephen rea aidan quinn and alan bates play desmond s legal eagles and when joined by brosnan the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing tis,1,dev,lime,dev_328,lime
754,manages to be both repulsively sadistic and mundane,2,dev,ig,dev_754,ig
631,i ll bet the video game is a lot more fun than the film,4,dev,gradients,dev_631,gradients
561,chabrol has taken promising material for a black comedy and turned it instead into a somber chamber drama,2,dev,ig,dev_561,ig
555,a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness,2,dev,ig,dev_555,ig
408,it s a scattershot affair but when it hits its mark it s brilliant,1,dev,lime,dev_408,lime
695,the film suffers from a lack of humor something needed to balance out the violence,0,dev,attention,dev_695,attention
125,montias pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky but not stereotyped street characters,2,dev,ig,dev_125,ig
521,for starters the story is just too slim,1,dev,lime,dev_521,lime
667,stealing harvard is evidence that the farrelly bros peter and bobby and their brand of screen comedy are wheezing to an end along with green s half hearted movie career,3,dev,deeplift,dev_667,deeplift
871,schaeffer has to find some hook on which to hang his persistently useless movies and it might as well be the resuscitation of the middle aged character,0,dev,attention,dev_871,attention
40,a fast funny highly enjoyable movie,4,dev,gradients,dev_40,gradients
801,though perry and hurley make inspiring efforts to breathe life into the disjointed haphazard script by jay scherick and david ronn neither the actors nor director reginald hudlin can make it more than fitfully entertaining,0,dev,attention,dev_801,attention
280,easily my choice for one of the year s best films,0,dev,attention,dev_280,attention
791,one of those pictures whose promising if rather precious premise is undercut by amateurish execution,2,dev,ig,dev_791,ig
771,there is very little dread or apprehension and though i like the creepy ideas they are not executed with anything more than perfunctory skill,1,dev,lime,dev_771,lime
775,but what are adults doing in the theater at all,2,dev,ig,dev_775,ig
635,for all its impressive craftsmanship and despite an overbearing series of third act crescendos lily chou chou never really builds up a head of emotional steam,2,dev,ig,dev_635,ig
435,this is wild surreal stuff but brilliant and the camera just kind of sits there and lets you look at this and its like you re going from one room to the next and none of them have any relation to the other,1,dev,lime,dev_435,lime
628,it s about following your dreams no matter what your parents think,2,dev,ig,dev_628,ig
834,a sequence of ridiculous shoot em up scenes,2,dev,ig,dev_834,ig
686,outer space buffs might love this film but others will find its pleasures intermittent,1,dev,lime,dev_686,lime
55,not far beneath the surface this reconfigured tale asks disturbing questions about those things we expect from military epics,1,dev,lime,dev_55,lime
78,not only are the special effects and narrative flow much improved and daniel radcliffe more emotionally assertive this time around as harry but the film conjures the magic of author j k rowling s books,0,dev,attention,dev_78,attention
568,it s just filler,2,dev,ig,dev_568,ig
642,vera s technical prowess ends up selling his film short he smoothes over hard truths even as he uncovers them,2,dev,ig,dev_642,ig
275,moretti s compelling anatomy of grief and the difficult process of adapting to loss,2,dev,ig,dev_275,ig
79,jaglom put s the audience in the privileged position of eavesdropping on his characters,1,dev,lime,dev_79,lime
845,this is a train wreck of an action film a stupefying attempt by the filmmakers to force feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs,0,dev,attention,dev_845,attention
113,instead of a hyperbolic beat charged urban western it s an unpretentious sociologically pointed slice of life,1,dev,lime,dev_113,lime
117,if your taste runs to difficult films you absolutely ca n t miss it,3,dev,deeplift,dev_117,deeplift
134,a quiet pure elliptical film,2,dev,ig,dev_134,ig
623,too restrained to be a freak show too mercenary and obvious to be cerebral too dull and pretentious to be engaging the isle defies an easy categorization,4,dev,gradients,dev_623,gradients
86,suffers from the lack of a compelling or comprehensible narrative,3,dev,deeplift,dev_86,deeplift
308,but it still jingles in the pocket,1,dev,lime,dev_308,lime
193,it s a bit disappointing that it only manages to be decent instead of dead brilliant,2,dev,ig,dev_193,ig
7,nothing s at stake just a twisty double cross you can smell a mile away still the derivative nine queens is lots of fun,1,dev,lime,dev_7,lime
575,pumpkin means to be an outrageous dark satire on fraternity life but its ambitions far exceed the abilities of writer adam larson broder and his co director tony r abrams in their feature debut,4,dev,gradients,dev_575,gradients
231,it s made with deftly unsettling genre flair,4,dev,gradients,dev_231,gradients
27,not only is undercover brother as funny if not more so than both austin powers films but it s also one of the smarter savvier spoofs to come along in some time,2,dev,ig,dev_27,ig
289,the film is powerful accessible and funny,0,dev,attention,dev_289,attention
655,no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise,0,dev,attention,dev_655,attention
761,there is n t nearly enough fun here despite the presence of some appealing ingredients,4,dev,gradients,dev_761,gradients
566,too slow too long and too little happens,4,dev,gradients,dev_566,gradients
858,"but daphne you re too buff fred thinks he s tough and velma
wow you ve lost weight",0,dev,attention,dev_858,attention
822,a solid film but more conscientious than it is truly stirring,1,dev,lime,dev_822,lime
104,the performances take the movie to a higher level,0,dev,attention,dev_104,attention
168,no sophomore slump for director sam mendes who segues from oscar winner to oscar winning potential with a smooth sleight of hand,2,dev,ig,dev_168,ig
600,not an objectionable or dull film it merely lacks everything except good intentions,2,dev,ig,dev_600,ig
437,there is nothing outstanding about this film but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine,1,dev,lime,dev_437,lime
333,deliriously funny fast and loose accessible to the uninitiated and full of surprises,0,dev,attention,dev_333,attention
458,less dizzying than just dizzy the jaunt is practically over before it begins,4,dev,gradients,dev_458,gradients
267,moody heartbreaking and filmed in a natural unforced style that makes its characters seem entirely convincing even when its script is not,2,dev,ig,dev_267,ig
219,this tenth feature is a big deal indeed at least the third best and maybe even a notch above the previous runner up nicholas meyer s star trek vi the undiscovered country,1,dev,lime,dev_219,lime
794,with virtually no interesting elements for an audience to focus on chelsea walls is a triple espresso endurance challenge,2,dev,ig,dev_794,ig
410,featuring a dangerously seductive performance from the great daniel auteuil sade covers the same period as kaufmann s quills with more unsettlingly realistic results,0,dev,attention,dev_410,attention
835,nothing in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay,0,dev,attention,dev_835,attention
16,whether you like rap music or loathe it you ca n t deny either the tragic loss of two young men in the prime of their talent or the power of this movie,1,dev,lime,dev_16,lime
675,my reaction in a word disappointment,4,dev,gradients,dev_675,gradients
212,worth watching for dong jie s performance and for the way it documents a culture in the throes of rapid change,0,dev,attention,dev_212,attention
724,more whiny downer than corruscating commentary,2,dev,ig,dev_724,ig
758,a boring parade of talking heads and technical gibberish that will do little to advance the linux cause,0,dev,attention,dev_758,attention
431,an artful intelligent film that stays within the confines of a well established genre,0,dev,attention,dev_431,attention
21,a deep and meaningful film,2,dev,ig,dev_21,ig
743,it made me want to wrench my eyes out of my head and toss them at the screen,0,dev,attention,dev_743,attention
108,lapaglia s ability to convey grief and hope works with weaver s sensitive reactions to make this a two actor master class,4,dev,gradients,dev_108,gradients
177,for the most part director anne sophie birot s first feature is a sensitive extraordinarily well acted drama,0,dev,attention,dev_177,attention
545,forced familiar and thoroughly condescending,4,dev,gradients,dev_545,gradients
74,generally clockstoppers will fulfill your wildest fantasies about being a different kind of time traveler while happily killing 94 minutes,1,dev,lime,dev_74,lime
385,this film seems thirsty for reflection itself taking on adolescent qualities,2,dev,ig,dev_385,ig
273,for movie lovers as well as opera lovers tosca is a real treat,0,dev,attention,dev_273,attention
218,an absurdist comedy about alienation separation and loss,4,dev,gradients,dev_218,gradients
234,overall very good for what it s trying to do,1,dev,lime,dev_234,lime
674,the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy,2,dev,ig,dev_674,ig
869,it s just disappointingly superficial a movie that has all the elements necessary to be a fascinating involving character study but never does more than scratch the surface,4,dev,gradients,dev_869,gradients
