,Unnamed: 0,text,label,exp_split,label_id,annotation_id,feat
1099,1099,the thriller side of this movie is falling flat as the stalker does n t do much stalking and no cop or lawyer grasps the concept of actually investigating the case,1,train,gradients,test_1099,deeplift
829,829,a perverse little truffle dainty psychological terror on the outside with a creamy filling of familial jealousy and unrepentant domestic psychopathy,4,train,attention,test_829,gradients
1374,1374,"the director s twitchy sketchbook style and adroit perspective shifts grow wearisome amid leaden pacing and indifferent craftsmanship
most notably wretched sound design",3,train,lime,test_1374,gradients
1646,1646,the film meant well in its horse tale about freedom but was n t able to reach the heart because it was too overbearing,0,train,ig,test_1646,attention
359,359,dark and disturbing but also surprisingly funny,4,train,attention,test_359,ig
1247,1247,proof that a thriller can be sleekly shot expertly cast paced with crisp professionalism and still be a letdown if its twists and turns hold no more surprise than yesterday s weather report,0,train,ig,test_1247,deeplift
369,369,"call me a wimp
but i cried not once but three times in this animated sweet film",0,train,ig,test_369,lime
1472,1472,director brian levant who never strays far from his sitcom roots skates blithely from one implausible situation to another pausing only to tie up loose ends with more bows than you ll find on a french poodle,2,train,others,test_1472,deeplift
794,794,a cute and sometimes side splittingly funny blend of legally blonde and drop dead gorgeous starring piper perabo in what could be her breakthrough role,0,train,ig,test_794,gradients
1030,1030,t hose same extremes prevent us from taking its message seriously and the stepford wives mentality does n t work in a modern context,3,train,lime,test_1030,attention
1272,1272,desperately unfunny when it tries to makes us laugh and desperately unsuspenseful when it tries to make us jump out of our seats,1,train,gradients,test_1272,attention
1360,1360,when a film is created solely because it s a marketable product soulless and ugly movies like this are the result,0,train,ig,test_1360,gradients
1291,1291,a turgid little history lesson humourless and dull,0,train,ig,test_1291,ig
1411,1411,lanie s professional success means she must be a failure at life because she s driven by ambition and does n t know how to have fun,3,train,lime,test_1411,ig
536,536,both deeply weird and charmingly dear,1,train,gradients,test_536,ig
1007,1007,the charms of willful eccentricity at least as evidenced by this latest cinematic essay are beginning to wear a bit thin,4,train,attention,test_1007,deeplift
1504,1504,the film is like a series of beginnings and middles that never take off,4,train,attention,test_1504,attention
1487,1487,much of what is meant to be inspirational and uplifting is simply distasteful to audiences not already sharing the movie s mindset,0,train,ig,test_1487,ig
318,318,it s rare to find a film that dazzles the eye challenges the brain and satisfies our lust for fast paced action but minority report delivers all that and a whole lot more,4,train,attention,test_318,attention
1394,1394,what s next,4,train,attention,test_1394,gradients
972,972,a 93 minute condensation of a 26 episode tv series with all of the pitfalls of such you d expect,0,train,ig,test_972,deeplift
56,56,a truly moving experience and a perfect example of how art when done right can help heal clarify and comfort,0,train,ig,test_56,attention
357,357,it s a humble effort but spiced with wry humor and genuine pathos especially between morgan and redgrave,3,train,lime,test_357,lime
510,510,ambition is in short supply in the cinema and egoyan tackles his themes and explores his characters crises with seriousness and compassion,0,train,ig,test_510,attention
1354,1354,now it s a bad embarrassing movie,4,train,attention,test_1354,deeplift
1194,1194,some studio pizazz might have helped,3,train,lime,test_1194,ig
1536,1536,the sort of movie that gives tastelessness a bad rap,4,train,attention,test_1536,ig
1249,1249,in the second half of the film frei s control loosens in direct proportion to the amount of screen time he gives nachtwey for self analysis,3,train,lime,test_1249,ig
1210,1210,when the plot kicks in the film loses credibility,2,train,others,test_1210,ig
10,10,one of the greatest family oriented fantasy adventure movies ever,3,train,lime,test_10,attention
1590,1590,the low budget full frontal was one of the year s murkiest intentionally obscure and self indulgent pictures and solaris is its big budget brother,0,train,ig,test_1590,gradients
182,182,with the film s striking ending one realizes that we have a long way to go before we fully understand all the sexual permutations involved,3,train,lime,test_182,lime
1614,1614,national lampoon s van wilder could be the worst thing to come out of national lampoon since class reunion,4,train,attention,test_1614,ig
627,627,one of the most ingenious and entertaining thrillers i ve seen in quite a long time,1,train,gradients,test_627,gradients
1797,1797,the stories here suffer from the chosen format,4,train,attention,test_1797,gradients
1213,1213,davis has a bright chipper style that keeps things moving while never quite managing to connect her wish fulfilling characters to the human race,0,train,ig,test_1213,lime
1140,1140,a didactic and dull documentary glorifying software anarchy,0,train,ig,test_1140,gradients
946,946,"i doubt anyone will remember the picture by the time christmas really rolls around
but maybe it ll be on video by then",3,train,lime,test_946,lime
137,137,fans of behan s work and of irish movies in general will be rewarded by borstal boy,3,train,lime,test_137,lime
865,865,a potent allegorical love story,0,train,ig,test_865,gradients
907,907,there is a kind of attentive concern that hoffman brings to his characters as if he has been giving them private lessons and now it is time for their first public recital,0,train,ig,test_907,lime
1323,1323,even as lame horror flicks go this is lame,0,train,ig,test_1323,attention
1514,1514,after seeing swept away i feel sorry for madonna,4,train,attention,test_1514,deeplift
700,700,witty touching and well paced,1,train,gradients,test_700,gradients
717,717,it s a refreshing change from the self interest and paranoia that shape most american representations of castro,1,train,gradients,test_717,lime
1456,1456,the makers have forsaken the entertaining elements of the original and instead rehash old jokes and leave any life at the doorstep,3,train,lime,test_1456,attention
1072,1072,with a story as bizarre and mysterious as this you do n t want to be worrying about whether the ineffectual broomfield is going to have the courage to knock on that door,1,train,gradients,test_1072,attention
1721,1721,do n t waste your money,4,train,attention,test_1721,lime
125,125,far from perfect but its heart is in the right place innocent and well meaning,1,train,gradients,test_125,deeplift
869,869,andy garcia enjoys one of his richest roles in years and mick jagger gives his best movie performance since well performance,2,train,others,test_869,attention
878,878,still it gets the job done a sleepy afternoon rental,3,train,lime,test_878,lime
1070,1070,this series should have died long ago but they keep bringing it back another day as punishment for paying money to see the last james bond movie,3,train,lime,test_1070,ig
256,256,now if it only had a brain,4,train,attention,test_256,deeplift
1398,1398,this formulaic chiller will do little to boost stallone s career,2,train,others,test_1398,ig
839,839,genuinely touching because it s realistic about all kinds of love,0,train,ig,test_839,attention
1391,1391,a tough go but leigh s depth and rigor and his skill at inspiring accomplished portrayals that are all the more impressive for their lack of showiness offsets to a notable degree the film s often mined and despairing milieu,4,train,attention,test_1391,lime
91,91,the film is often filled with a sense of pure wonderment and excitement not often seen in today s cinema du sarcasm,3,train,lime,test_91,lime
1505,1505,feels less like it s about teenagers than it was written by teenagers,0,train,ig,test_1505,attention
16,16,with a cast that includes some of the top actors working in independent film lovely amazing involves us because it is so incisive so bleakly amusing about how we go about our lives,0,train,ig,test_16,deeplift
1336,1336,the picture scored by a perversely cheerful marcus miller accordion harmonica banjo abomination is a monument to bad in all its florid variety,4,train,attention,test_1336,ig
1423,1423,message movie or an action packed submarine spectacular,2,train,others,test_1423,gradients
1071,1071,a bit of an unwieldy mess,4,train,attention,test_1071,gradients
157,157,this is simply the most fun you ll ever have with a documentary,0,train,ig,test_157,attention
1499,1499,it s frustrating to see these guys who are obviously pretty clever waste their talent on parodies of things they probably thought were funniest when they were high,1,train,gradients,test_1499,ig
1369,1369,too stupid to be satire too obviously hateful to be classified otherwise frank novak s irritating slice of lumpen life is as reliably soul killing as its title is nearly meaningless,3,train,lime,test_1369,gradients
883,883,leave it to rohmer now 82 to find a way to bend current technique to the service of a vision of the past that is faithful to both architectural glories and commanding open spaces of the city as it was more than two centuries ago,3,train,lime,test_883,lime
990,990,he has not learnt that storytelling is what the movies are about,1,train,gradients,test_990,ig
971,971,if you liked the 1982 film then you ll still like it now,1,train,gradients,test_971,lime
658,658,the film is just a big gorgeous mind blowing breath taking mess,1,train,gradients,test_658,lime
382,382,when it really counts bloody sunday connects on a visceral level that transcends language,0,train,ig,test_382,lime
1242,1242,tom green just gives them a bad odor,4,train,attention,test_1242,ig
1670,1670,going to the website may be just as fun and scary as going to the film,4,train,attention,test_1670,lime
1618,1618,it settles for being merely grim,4,train,attention,test_1618,ig
90,90,4 friends 2 couples 2000 miles and all the pabst blue ribbon beer they can drink it s the ultimate redneck road trip,2,train,others,test_90,ig
674,674,it s a worthwhile tutorial in quantum physics and slash dash,3,train,lime,test_674,ig
429,429,as shaky as the plot is kaufman s script is still memorable for some great one liners,3,train,lime,test_429,lime
102,102,an enthralling playful film that constantly frustrates our desire to know the truth about this man while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to,2,train,others,test_102,attention
1078,1078,it s often faintly amusing but the problems of the characters never become important to us and the story never takes hold,0,train,ig,test_1078,attention
1717,1717,warmed over tarantino by way of wannabe elmore leonard,3,train,lime,test_1717,lime
457,457,vividly conveys both the pitfalls and the pleasures of over the top love,4,train,attention,test_457,attention
1012,1012,flashy pretentious and as impenetrable as morvern s thick working class scottish accent,4,train,attention,test_1012,attention
614,614,a refreshingly authentic coming of age tale,4,train,attention,test_614,attention
913,913,demands too much of most viewers,0,train,ig,test_913,deeplift
1151,1151,the tug of war at the core of beijing bicycle becomes weighed down with agonizing contrivances overheated pathos and long wistful gazes,4,train,attention,test_1151,attention
1133,1133,imagine the james woods character from videodrome making a home movie of audrey rose and showing it to the kid from the sixth sense and you ve imagined the ring,3,train,lime,test_1133,deeplift
484,484,the filmmakers skillfully evoke the sense of menace that nature holds for many urban dwellers,4,train,attention,test_484,gradients
43,43,in its ragged cheap and unassuming way the movie works,3,train,lime,test_43,lime
422,422,quite funny for the type of movie it is,3,train,lime,test_422,lime
593,593,the film hinges on its performances and both leads are up to the task,0,train,ig,test_593,attention
38,38,gosling provides an amazing performance that dwarfs everything else in the film,3,train,lime,test_38,lime
1136,1136,it becomes gimmicky instead of compelling,1,train,gradients,test_1136,ig
588,588,has a plot full of twists upon knots and a nonstop parade of mock tarantino scuzbag types that starts out clever but veers into overkill,0,train,ig,test_588,ig
809,809,a love for films shines through each frame and the era is recreated with obvious affection scored to perfection with some tasty boogaloo beats,0,train,ig,test_809,attention
1817,1817,a rare beautiful film,3,train,lime,test_1817,ig
453,453,a pleasant romantic comedy,1,train,gradients,test_453,gradients
817,817,the long range appeal of minority report should transcend any awards it bags,1,train,gradients,test_817,lime
1793,1793,a frantic search for laughs with a hit to miss ratio that does n t exactly favour the audience,2,train,others,test_1793,gradients
160,160,but watching huppert a great actress tearing into a landmark role is riveting,2,train,others,test_160,lime
1530,1530,a predictable and stereotypical little b movie,1,train,gradients,test_1530,gradients
1169,1169,a hideous confusing spectacle one that may well put the nail in the coffin of any future rice adaptations,4,train,attention,test_1169,ig
1102,1102,feels like one of those contrived only in hollywood productions where name actors deliver big performances created for the sole purpose of generating oscar talk,0,train,ig,test_1102,attention
474,474,tuck everlasting achieves a delicate balance of romantic innocence and philosophical depth,0,train,ig,test_474,gradients
1281,1281,falters when it takes itself too seriously and when it depends too heavily on its otherwise talented cast to clown in situations that are n t funny,2,train,others,test_1281,deeplift
96,96,in scope ambition and accomplishment children of the century takes kurys career to a whole new level,1,train,gradients,test_96,gradients
1313,1313,bartleby is a one joke movie and a bad joke at that,0,train,ig,test_1313,gradients
1209,1209,it s a decent glimpse into a time period and an outcast that is no longer accessible but it does n t necessarily shed more light on its subject than the popular predecessor,3,train,lime,test_1209,lime
1339,1339,a frustrating combination of strained humor and heavy handed sentimentality,0,train,ig,test_1339,ig
749,749,the visuals alone make metropolis worth seeing,3,train,lime,test_749,lime
788,788,reinforces the talents of screenwriter charlie kaufman creator of adaptation and being john malkovich,4,train,attention,test_788,deeplift
1122,1122,just like hearst s enormous yacht it s slow and unwieldy and takes a long time to reach its destination,3,train,lime,test_1122,attention
226,226,a well made and often lovely depiction of the mysteries of friendship,4,train,attention,test_226,attention
450,450,"zhang
yimou delivers warm genuine characters who lie not through dishonesty but because they genuinely believe it s the only way to bring happiness to their loved ones",0,train,ig,test_450,lime
876,876,subversive meditative clinical and poetic the piano teacher is a daring work of genius,3,train,lime,test_876,ig
1724,1724,you re better off staying home and watching the x files,3,train,lime,test_1724,attention
381,381,the story feels more like a serious read filled with heavy doses of always enticing sayles dialogue,0,train,ig,test_381,gradients
1604,1604,i loved looking at this movie,3,train,lime,test_1604,lime
815,815,but in its child centered claustrophobic context it can be just as frightening and disturbing even punishing,4,train,attention,test_815,gradients
1478,1478,flounders due to the general sense that no two people working on the production had exactly the same thing in mind,2,train,others,test_1478,deeplift
1055,1055,a compendium of solondz s own worst instincts in under 90 minutes,4,train,attention,test_1055,attention
648,648,woo s fights have a distinct flair,3,train,lime,test_648,ig
1301,1301,dawdles and drags when it should pop it does n t even have the virtue of enough mindless violence to break up the tedium of all its generational bonding,4,train,attention,test_1301,attention
321,321,by the end of no such thing the audience like beatrice has a watchful affection for the monster,0,train,ig,test_321,lime
651,651,i do n t think i ve been as entranced and appalled by an asian film since shinya tsukamoto s iron man,4,train,attention,test_651,lime
1758,1758,glib satirical documentary that fudges facts makes facile points and engages in the cinematic equivalent of tabloid journalism,4,train,attention,test_1758,ig
948,948,the only thing worse than your substandard run of the mill hollywood picture is an angst ridden attempt to be profound,4,train,attention,test_948,ig
442,442,if it tried to do anything more it would fail and perhaps explode but at this level of manic whimsy it is just about right,3,train,lime,test_442,attention
582,582,look this is a terrific flick replete with dazzling camera work dancing and music,0,train,ig,test_582,attention
750,750,dark resonant inventively detailed and packed with fleet turns of plot and a feast of visual amazement,4,train,attention,test_750,attention
1664,1664,here s a self congratulatory 3d imax rah rah,0,train,ig,test_1664,gradients
1010,1010,scarlet diva has a voyeuristic tug but all in all it s a lot less sensational than it wants to be,0,train,ig,test_1010,ig
873,873,howard so good as leon barlow that he hardly seems to be acting,3,train,lime,test_873,lime
713,713,it s absolutely spooky how lillard channels the shagster right down to the original casey kasem furnished voice,1,train,gradients,test_713,attention
371,371,an inspiring and heart affecting film about the desperate attempts of vietnamese refugees living in u s relocation camps to keep their hopes alive in 1975,0,train,ig,test_371,lime
397,397,one of the best examples of how to treat a subject you re not fully aware is being examined much like a photo of yourself you did n t know was being taken,2,train,others,test_397,lime
1480,1480,despite some gulps the film is a fuzzy huggy,1,train,gradients,test_1480,lime
1188,1188,flaunts its quirky excesses like a new year s eve drunk sporting a paper party hat,1,train,gradients,test_1188,deeplift
188,188,now trimmed by about 20 minutes this lavish three year old production has enough grandeur and scale to satisfy as grown up escapism,4,train,attention,test_188,gradients
921,921,a clutchy indulgent and pretentious travelogue and diatribe against well just stuff,0,train,ig,test_921,ig
1627,1627,the film s center will not hold,4,train,attention,test_1627,ig
1655,1655,you would be better off investing in the worthy emi recording that serves as the soundtrack or the home video of the 1992 malfitano domingo production,0,train,ig,test_1655,gradients
1606,1606,it does n t do the original any particular dishonor but neither does it exude any charm or personality,3,train,lime,test_1606,attention
1199,1199,if we do n t demand a standard of quality for the art that we choose we deserve the trash that we get,3,train,lime,test_1199,deeplift
122,122,like mike does n t win any points for originality,4,train,attention,test_122,ig
9,9,wendigo is why we go to the cinema to be fed through the eye the heart the mind,3,train,lime,test_9,attention
1534,1534,a very average science fiction film,4,train,attention,test_1534,gradients
164,164,"watching beanie and his gang put together his slasher video from spare parts and borrowed materials is as much fun as it must have been for them to make
it",1,train,gradients,test_164,deeplift
804,804,the way coppola professes his love for movies both colorful pop junk and the classics that unequivocally qualify as art is giddily entertaining,3,train,lime,test_804,lime
1125,1125,why come up with something even quasi original when you can pillage from shirley jackson richard matheson and puke up something like rose red,4,train,attention,test_1125,deeplift
231,231,an impressive debut for first time writer director mark romanek especially considering his background is in music video,3,train,lime,test_231,gradients
1375,1375,about as satisfying and predictable as the fare at your local drive through,1,train,gradients,test_1375,lime
373,373,a splendid entertainment young in spirit but accomplished in all aspects with the fullness of spirit and sense of ease that comes only with experience,0,train,ig,test_373,attention
571,571,anchored by a terrific performance by abbass satin rouge shows that the idea of women s self actualization knows few continental divides,1,train,gradients,test_571,lime
1616,1616,ecks this one off your must see list,3,train,lime,test_1616,ig
726,726,occasionally funny always very colorful and enjoyably overblown in the traditional almodóvar style,0,train,ig,test_726,ig
271,271,but it s emotionally engrossing too thanks to strong credible performances from the whole cast,2,train,others,test_271,lime
1516,1516,a gob of drivel so sickly sweet even the eager consumers of moore s pasteurized ditties will retch it up like rancid crème brûlée,0,train,ig,test_1516,ig
239,239,the film has just enough of everything re enactments archival footage talking head interviews and the music is simply sublime,4,train,attention,test_239,lime
934,934,most of the supporting characters in eastwood films are weak as are most of the subplots,0,train,ig,test_934,ig
1207,1207,better at putting you to sleep than a sound machine,0,train,ig,test_1207,lime
76,76,like the film s almost anthropologically detailed realization of early 80s suburbia it s significant without being overstated,0,train,ig,test_76,ig
223,223,this is a film brimming with detail and nuance and one that speaks volumes about the ability of the human spirit to find solace in events that could easily crush it forever,1,train,gradients,test_223,lime
662,662,a recent favourite at sundance this white trash satire will inspire the affection of even those unlucky people who never owned a cassette of def leppard s pyromania,4,train,attention,test_662,attention
642,642,at nearly three hours the whole of safe conduct is less than the sum of its parts,0,train,ig,test_642,gradients
981,981,an earnest heartrending look at the divide between religious fundamentalists and their gay relatives,4,train,attention,test_981,lime
1467,1467,serry does a fine job of capturing the climate of the times and perhaps unwittingly relating it to what is happening in america in 2002,3,train,lime,test_1467,attention
460,460,for the first two thirds of this sparklingly inventive and artful always fast and furious tale kids will go happily along for the ride,0,train,ig,test_460,ig
311,311,celebrated at sundance this slight comedy of manners has winning performances and a glossy glib charm that s hard to beat,0,train,ig,test_311,lime
1042,1042,director ferzan ozpetek creates an interesting dynamic with the members of this group who live in the same apartment building,1,train,gradients,test_1042,lime
1215,1215,bullock s complete lack of focus and ability quickly derails the film,4,train,attention,test_1215,attention
413,413,although very much like the first movie based on j k rowling s phenomenal fantasy best sellers this second go round possesses a quite pleasing headlong thrust and a likably delinquent attitude,1,train,gradients,test_413,lime
1029,1029,i hated every minute of it,3,train,lime,test_1029,ig
1178,1178,why he was given free reign over this project he wrote directed starred and produced is beyond me,0,train,ig,test_1178,attention
280,280,always remains movingly genuine,2,train,others,test_280,lime
499,499,a graceful contemplative film that gradually and artfully draws us into a world where the personal and the political get fatally intertwined,0,train,ig,test_499,ig
328,328,although it bangs a very cliched drum at times this crowd pleaser s fresh dialogue energetic music and good natured spunk are often infectious,3,train,lime,test_328,attention
0,0,if you sometimes like to go to the movies to have fun wasabi is a good place to start,0,train,ig,test_0,lime
572,572,awkward but sincere and ultimately it wins you over,0,train,ig,test_572,lime
932,932,unlike his directorial efforts la femme nikita and the professional the transporter lacks besson s perspective as a storyteller,0,train,ig,test_932,ig
609,609,it s the kind of pigeonhole resisting romp that hollywood too rarely provides,2,train,others,test_609,gradients
741,741,it s a nicely detailed world of pawns bishops and kings of wagers in dingy backrooms or pristine forests,1,train,gradients,test_741,lime
1185,1185,a boring formulaic mix of serial killers and stalk n slash,4,train,attention,test_1185,deeplift
339,339,ana is a vivid vibrant individual and the movie s focus upon her makes it successful and accessible,4,train,attention,test_339,gradients
1206,1206,considering the harsh locations and demanding stunts this must have been a difficult shoot but the movie proves rough going for the audience as well,4,train,attention,test_1206,attention
493,493,gai comes closer to any actress i can remember to personifying independence in its purest and yes most intimidating form,4,train,attention,test_493,attention
1805,1805,the film has a few cute ideas and several modest chuckles but it is n t exactly kiddie friendly alas santa is more ho hum than ho ho ho and the snowman who never gets to play that flute has all the charm of a meltdown,3,train,lime,test_1805,gradients
781,781,in adobo ethnicity is not just the spice but at the heart of more universal concerns,1,train,gradients,test_781,lime
1120,1120,like so many other allegedly scary movies it gets so tangled up in the twist that it chokes the energy right out of the very audience it seeks to frighten,4,train,attention,test_1120,attention
927,927,has the feel of an unedited personal journal,4,train,attention,test_927,lime
55,55,a taut intelligent psychological drama,2,train,others,test_55,deeplift
350,350,"one hour photo is an intriguing snapshot of one man and his delusions
it s just too bad it does n t have more flashes of insight",3,train,lime,test_350,ig
940,940,an often deadly boring strange reading of a classic whose witty dialogue is treated with a baffling casual approach,4,train,attention,test_940,attention
771,771,eventually it wins you over,3,train,lime,test_771,ig
39,39,a real movie about real people that gives us a rare glimpse into a culture most of us do n t know,0,train,ig,test_39,attention
522,522,workmanlike maybe but still a film with all the elements that made the other three great scary times at the movies,0,train,ig,test_522,lime
1288,1288,plays in broad outline as pandering middle age buddy comedy,0,train,ig,test_1288,attention
1648,1648,once the audience figure out what s being said the filmmaker s relative passivity will make it tough for them to really care,3,train,lime,test_1648,ig
304,304,"yeah
these flicks are just that damn good",3,train,lime,test_304,lime
215,215,though mama takes a bit too long to find its rhythm and a third act plot development is somewhat melodramatic its ribald humor and touching nostalgia are sure to please anyone in search of a jules and jim for the new millennium,1,train,gradients,test_215,lime
1322,1322,it s difficult to say whether the tuxedo is more boring or embarrassing i m prepared to call it a draw,4,train,attention,test_1322,gradients
1395,1395,the movie s biggest offense is its complete and utter lack of tension,3,train,lime,test_1395,attention
538,538,despite a story predictable enough to make the sound of music play like a nail biting thriller its heart is so much in the right place it is difficult to get really peeved at it,2,train,others,test_538,ig
1575,1575,formula 51 is so trite that even yu s high energy action stylings ca n t break through the stupor,3,train,lime,test_1575,gradients
1261,1261,these spiders can outrun a motorcycle and wrap a person in a sticky cocoon in seconds but they fall short of being interesting or entertaining,1,train,gradients,test_1261,ig
1400,1400,though avary has done his best to make something out of ellis nothing novel in the end his rules is barely worth following,1,train,gradients,test_1400,ig
1112,1112,acting particularly by tambor almost makes never again worthwhile but writer director schaeffer should follow his titular advice,3,train,lime,test_1112,lime
1781,1781,the best way to hope for any chance of enjoying this film is by lowering your expectations,4,train,attention,test_1781,gradients
1629,1629,too lazy to take advantage of its semi humorous premise,4,train,attention,test_1629,ig
268,268,"roman coppola may never become the filmmaker his dad was but heck
few filmmakers will",2,train,others,test_268,gradients
1062,1062,little more than a frothy vanity project,3,train,lime,test_1062,attention
152,152,ranks among willams best screen work,2,train,others,test_152,ig
79,79,in a normal screen process these bromides would be barely enough to sustain an interstitial program on the discovery channel,3,train,lime,test_79,ig
1453,1453,or some damn thing,2,train,others,test_1453,deeplift
1265,1265,everyone connected to this movie seems to be part of an insider clique which tends to breed formulaic films rather than fresh ones,0,train,ig,test_1265,attention
1591,1591,the plot is very clever but boyd weighs it down with too many characters and events all intertwined and far too complicated to keep track of,0,train,ig,test_1591,gradients
844,844,more honest about alzheimer s disease i think than iris,2,train,others,test_844,gradients
389,389,the movie is one of the best examples of artful large format filmmaking you are likely to see anytime soon,1,train,gradients,test_389,attention
345,345,bullock does a good job here of working against her natural likability,0,train,ig,test_345,gradients
174,174,a smart sweet and playful romantic comedy,3,train,lime,test_174,attention
1698,1698,maybe it s the star power of the cast or the redundant messages but something aboul full frontal seems well contrived,4,train,attention,test_1698,attention
1562,1562,surprisingly inert for a movie in which the main character travels back and forth between epochs,1,train,gradients,test_1562,gradients
24,24,guaranteed to move anyone who ever shook rattled or rolled,1,train,gradients,test_24,ig
161,161,a cop story that understands the medium amazingly well,0,train,ig,test_161,attention
1553,1553,has virtually no script at all,3,train,lime,test_1553,ig
694,694,full frontal is the antidote for soderbergh fans who think he s gone too commercial since his two oscar nominated films in 2000,3,train,lime,test_694,lime
119,119,it s a minor comedy that tries to balance sweetness with coarseness while it paints a sad picture of the singles scene,3,train,lime,test_119,lime
1082,1082,i f you ve been to more than one indie flick in your life chances are you ve already seen this kind of thing,0,train,ig,test_1082,lime
262,262,morton is as usual brilliant,0,train,ig,test_262,lime
570,570,a very funny look at how another culture handles the process of courting and marriage,0,train,ig,test_570,attention
1519,1519,never quite transcends jokester status and the punchline does n t live up to barry s dead eyed perfectly chilled delivery,2,train,others,test_1519,ig
1192,1192,it s really yet another anemic and formulaic lethal weapon derived buddy cop movie trying to pass off its lack of imagination as hip knowingness,3,train,lime,test_1192,deeplift
81,81,writer director burger imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear,3,train,lime,test_81,lime
1509,1509,a soggy shapeless mess just a dumb excuse for a waterlogged equivalent of a haunted house movie,0,train,ig,test_1509,lime
738,738,this is one of the most visually stunning and thematically moving epics in recent memory and in spite of numerous minor flaws scorsese s best in more than a decade,4,train,attention,test_738,lime
1620,1620,no it s the repetition of said behavior and so children of the century is more mindless love than mad more grating and boring than anything else,0,train,ig,test_1620,ig
1245,1245,begins as a promising meditation on one of america s most durable obsessions but winds up as a slender cinematic stunt,0,train,ig,test_1245,ig
1746,1746,involving at times but lapses quite casually into the absurd,4,train,attention,test_1746,attention
410,410,the film delivers not just the full assault of reno s immense wit and insight but a time travel back to what it felt like during those unforgettably uncertain days,4,train,attention,test_410,lime
113,113,in this incarnation its fizz is infectious,0,train,ig,test_113,lime
1540,1540,those who managed to avoid the deconstructionist theorizing of french philosopher jacques derrida in college can now take an 85 minute brush up course with the documentary derrida,0,train,ig,test_1540,ig
435,435,the film s sharp often mischievous sense of humor will catch some off guard,3,train,lime,test_435,scaled attention
83,83,chicago is sophisticated brash sardonic completely joyful in its execution,0,train,ig,test_83,attention
92,92,it might be tempting to regard mr andrew and his collaborators as oddballs but mr earnhart s quizzical charming movie allows us to see them finally as artists,0,train,ig,test_92,lime
301,301,as expected sayles smart wordplay and clever plot contrivances are as sharp as ever though they may be overshadowed by some strong performances,3,train,lime,test_301,lime
19,19,occasionally melodramatic it s also extremely effective,1,train,gradients,test_19,lime
185,185,an unabashedly schmaltzy and thoroughly enjoyable true story,2,train,others,test_185,lime
227,227,the transporter is as lively and as fun as it is unapologetically dumb,3,train,lime,test_227,lime
1233,1233,let s cut to the consumer advice bottom line stay home,4,train,attention,test_1233,lime
333,333,there s a vastness implied in metropolis that is just breathtaking,0,train,ig,test_333,ig
1255,1255,for a shoot em up ballistic is oddly lifeless,0,train,ig,test_1255,attention
508,508,sometimes nothing satisfies like old fashioned swashbuckling,1,train,gradients,test_508,gradients
1452,1452,just one more collection of penis breast and flatulence gags in search of a story,3,train,lime,test_1452,attention
314,314,though of particular interest to students and enthusiast of international dance and world music the film is designed to make viewers of all ages cultural backgrounds and rhythmic ability want to get up and dance,3,train,lime,test_314,attention
1802,1802,the sequel has turned completely and irrevocably bizarre to the point of utter nonsense,0,train,ig,test_1802,deeplift
790,790,finds a way to tell a simple story perhaps the simplest story of all in a way that seems compelling and even original,1,train,gradients,test_790,lime
1656,1656,bears is bad,4,train,attention,test_1656,ig
551,551,do n t expect any surprises in this checklist of teamwork cliches,3,train,lime,test_551,gradients
671,671,a deviant topical comedy which is funny from start to finish,3,train,lime,test_671,lime
1262,1262,a long slog for anyone but the most committed pokemon fan,3,train,lime,test_1262,ig
1161,1161,a soggy cliche bound epic horror yarn that ends up being even dumber than its title,3,train,lime,test_1161,attention
1049,1049,the story s so preposterous that i did n t believe it for a second despite the best efforts of everyone involved,4,train,attention,test_1049,gradients
1600,1600,this limp gender bender baller from a first time director and rookie screenwriter steals wholesale from that 1982 s tootsie forgetting only to retain a single laugh,4,train,attention,test_1600,gradients
1204,1204,this is a particularly toxic little bonbon palatable to only a chosen and very jaundiced few,3,train,lime,test_1204,attention
340,340,a slick skillful little horror film,0,train,ig,test_340,attention
1085,1085,a boring wincingly cute and nauseatingly politically correct cartoon guaranteed to drive anyone much over age 4 screaming from the theater,2,train,others,test_1085,ig
307,307,a poignant and powerful narrative that reveals that reading writing and arithmetic are not the only subjects to learn in life,4,train,attention,test_307,lime
922,922,watching scarlet diva one is poised for titillation raw insight or both,0,train,ig,test_922,lime
1182,1182,the whole damn thing is ripe for the jerry springer crowd,1,train,gradients,test_1182,deeplift
1495,1495,fortunately for all involved this movie is likely to disappear as quickly as an ice cube thrown into a pot of boiling water,0,train,ig,test_1495,attention
17,17,not for everyone but for those with whom it will connect it s a nice departure from standard moviegoing fare,0,train,ig,test_17,attention
67,67,while the isle is both preposterous and thoroughly misogynistic its vistas are incredibly beautiful to look at,1,train,gradients,test_67,lime
1586,1586,men in black ii has all the earmarks of a sequel,2,train,others,test_1586,deeplift
1671,1671,lacking gravitas macdowell is a placeholder for grief and ergo this sloppy drama is an empty vessel,3,train,lime,test_1671,scaled attention
721,721,it s endearing to hear madame d refer to her husband as jackie and he does make for excellent company not least as a self conscious performer,2,train,others,test_721,lime
112,112,but what spectacular sizzle it is,1,train,gradients,test_112,ig
1654,1654,creepy but ultimately unsatisfying thriller,4,train,attention,test_1654,lime
725,725,but it offers plenty to ponder and chew on as its unusual relationship slowly unfolds,2,train,others,test_725,lime
